workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,ohyeschoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
A3O850HH4TT4Y2,Thank you ,gen=1,age=1,eth=3,Mid West,Thank you ,mom,kev,m,fall,Elenor is Andy's mom.,response=1,88,88,72,75,No,No
A3JT9LHWLFHNS8,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,gen=1,age=1,eth=3,ohio,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,married,bon,f,rise3,Ellen is married,response=1,33,30,21,78,no,no
A3JT9LHWLFHNS8,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,gen=1,age=1,eth=3,ohio,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,yemen,aar,m,rise2,Lennys from Yemen,response=1,70,73,68,52,nope ,nope
A3JT9LHWLFHNS8,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,gen=1,age=1,eth=3,ohio,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,obama,aar,m,rise1,Laura met president Obama,response=2,29,29,63,42,no,no
A3JT9LHWLFHNS8,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,gen=1,age=1,eth=3,ohio,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,spaceship,kev,m,qrise,Was Maria in a spaceship to the moon?,response=2,20,20,38,70,no,no
A3JT9LHWLFHNS8,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,gen=1,age=1,eth=3,ohio,from the first sound but I meant to select \Yes he is. Didn't you know\ instead of the other option.,mom,ros,f,fall,Elenor is Annie's mom.,response=1,88,86,76,34,no,no
A1MFVFBH60MBSU,no,gen=1,age=3,eth=1,michigan,no,spaceship,kev,m,fall,Brio was in a spaceship to the moon.,response=1,86,100,34,98,Brio,no
A1MFVFBH60MBSU,no,gen=1,age=3,eth=1,michigan,no,obama,aar,m,rise2,Lauren met president Obama.,response=2,30,10,20,87,Lauren,no
A1MFVFBH60MBSU,no,gen=1,age=3,eth=1,michigan,no,yemen,aar,m,rise3,Lenny's from Yemen.,response=2,4,1,31,70,no,no
A1MFVFBH60MBSU,no,gen=1,age=3,eth=1,michigan,no,mom,ros,f,rise1,Eleanor is Annies' mom.,response=2,48,43,52,26,no,no
A1MFVFBH60MBSU,no,gen=1,age=3,eth=1,michigan,no,married,bon,f,qrise,Hazel and Mary,response=1,7,8,31,99,Hazel and mary,no
A2JZP4AZI1RTG4,This was great!,gen=2,age=2,eth=2,Texas,This was great!,married,aar,m,rise2,Ellen is married.,response=2,29,17,26,82,,
A2JZP4AZI1RTG4,This was great!,gen=2,age=2,eth=2,Texas,This was great!,mom,kev,m,qrise,his owner and his mom,response=1,38,32,36,75,,
A2JZP4AZI1RTG4,This was great!,gen=2,age=2,eth=2,Texas,This was great!,yemen,ros,f,rise1,lenny is from yemen,response=1,67,80,65,90,,
A2JZP4AZI1RTG4,This was great!,gen=2,age=2,eth=2,Texas,This was great!,obama,ros,f,fall,Laura met President Obama,response=1,84,90,86,92,,
A2JZP4AZI1RTG4,This was great!,gen=2,age=2,eth=2,Texas,This was great!,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,26,9,32,85,,
A266348HLW7S52,none,gen=2,age=3,eth=3,Virginia,none,married,bon,f,fall,Allen is married.,response=1,80,50,90,50,,
A266348HLW7S52,none,gen=2,age=3,eth=3,Virginia,none,mom,ros,f,rise2,Ellenor is Annie's mom.,response=2,0,0,0,75,,
A266348HLW7S52,none,gen=2,age=3,eth=3,Virginia,none,obama,aar,m,rise3,Laura met Presidaent Obama.,response=2,0,90,0,75,,
A266348HLW7S52,none,gen=2,age=3,eth=3,Virginia,none,spaceship,kev,m,rise1,Maria was in a spaceship to the moon.,response=2,0,90,50,75,,
A266348HLW7S52,none,gen=2,age=3,eth=3,Virginia,none,yemen,aar,m,qrise,Is Lennie from Yemen?,response=2,0,80,50,75,,
A3A4EIML2KVC3D,No,gen=1,age=1,eth=4,California,No,obama,aar,m,fall,Laren met president Obama. ,response=1,80,80,76,39,,
A3A4EIML2KVC3D,No,gen=1,age=1,eth=4,California,No,married,bon,f,rise2,Allen is married?,response=2,23,25,19,65,,
A3A4EIML2KVC3D,No,gen=1,age=1,eth=4,California,No,spaceship,kev,m,rise3,Rio was in a space ship to the moon?,response=2,21,20,23,71,,
A3A4EIML2KVC3D,No,gen=1,age=1,eth=4,California,No,yemen,aar,m,rise1,Lenny's from Yamen?,response=2,26,30,32,62,,
A3A4EIML2KVC3D,No,gen=1,age=1,eth=4,California,No,mom,ros,f,qrise,Is Eleanor Andy's mom?,response=2,30,33,32,72,,
A18CKEK6YTFGIQ,,gen=1,age=1,eth=2,West,,mom,kev,m,fall,Eleanor is Andy's mom,response=1,100,100,100,100,I thought it was Andy not Annie,
A18CKEK6YTFGIQ,,gen=1,age=1,eth=2,West,,married,aar,m,rise3,Ellen is married?,response=2,21,19,28,100,,
A18CKEK6YTFGIQ,,gen=1,age=1,eth=2,West,,obama,ros,f,rise1,Laura met President Obama?,response=2,15,16,21,82,,
A18CKEK6YTFGIQ,,gen=1,age=1,eth=2,West,,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,15,14,19,69,,
A18CKEK6YTFGIQ,,gen=1,age=1,eth=2,West,,spaceship,bon,f,qrise,Was maria in a spaceship to the moon?,response=2,11,17,32,100,,
A2S5CMTSN42YWM,No thanks,gen=1,age=5,eth=3,Northwest,No thanks,married,bon,f,fall,Ellen is married,response=1,100,22,100,53,No,No
A2S5CMTSN42YWM,No thanks,gen=1,age=5,eth=3,Northwest,No thanks,mom,ros,f,rise2,Eleanor is Andy's mom,response=2,25,50,25,58,Is Eleanor Annie's mom?,No
A2S5CMTSN42YWM,No thanks,gen=1,age=5,eth=3,Northwest,No thanks,yemen,aar,m,qrise,Is Lenny from Yemen?,response=2,10,71,0,70,No,No
A2S5CMTSN42YWM,No thanks,gen=1,age=5,eth=3,Northwest,No thanks,spaceship,kev,m,rise1,Maria was in a spaceship to the moon?,response=2,2,86,31,69,Is Maria in a spaceship to the moon?,No
A2S5CMTSN42YWM,No thanks,gen=1,age=5,eth=3,Northwest,No thanks,obama,aar,m,rise3,Laura met President Obama?,response=2,32,91,50,59,Did Laura meet President Obama?,No
A2G1JEROJ5ZM8U,none,gen=2,age=3,eth=3,Pennsylvania,none,spaceship,bon,f,fall,Maria was in a spaceship to the moon,response=1,87,95,81,69,,
A2G1JEROJ5ZM8U,none,gen=2,age=3,eth=3,Pennsylvania,none,married,aar,m,qrise,Is Ellen married,response=2,27,22,28,76,,
A2G1JEROJ5ZM8U,none,gen=2,age=3,eth=3,Pennsylvania,none,yemen,ros,f,rise3,Lenny's from Yemen,response=2,37,29,61,70,,
A2G1JEROJ5ZM8U,none,gen=2,age=3,eth=3,Pennsylvania,none,obama,ros,f,rise2,Laura met President Obama,response=2,35,34,70,73,,
A2G1JEROJ5ZM8U,none,gen=2,age=3,eth=3,Pennsylvania,none,mom,kev,m,rise1,Eleanor is Annie's mom,response=2,36,38,45,76,,
A2QCHFSNUU7Y1F,,gen=1,age=1,eth=3,Pennsylvania,,obama,aar,m,rise1,Laura met President Obama,response=1,32,87,30,73,,
A2QCHFSNUU7Y1F,,gen=1,age=1,eth=3,Pennsylvania,,mom,ros,f,fall,Eleanor is Annie's mom.,response=1,90,60,93,70,,
A2QCHFSNUU7Y1F,,gen=1,age=1,eth=3,Pennsylvania,,yemen,aar,m,rise2,Lenee's peryemnmen,response=2,18,67,12,60,,
A2QCHFSNUU7Y1F,,gen=1,age=1,eth=3,Pennsylvania,,spaceship,kev,m,qrise,Was Maria in a spaceship to the moon?,response=2,0,100,9,73,,
A2QCHFSNUU7Y1F,,gen=1,age=1,eth=3,Pennsylvania,,married,bon,f,rise3,Ellen is married?,response=2,35,62,32,75,,
A2QSVBUPZQ9USZ,fun!,gen=2,age=1,eth=3,Philadelphia,fun!,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,84,67,80,74,no,no
A2QSVBUPZQ9USZ,fun!,gen=2,age=1,eth=3,Philadelphia,fun!,yemen,ros,f,rise2,Lennys from Yemen?,response=1,22,76,61,36,no,no
A2QSVBUPZQ9USZ,fun!,gen=2,age=1,eth=3,Philadelphia,fun!,obama,ros,f,rise1,Laura met president Obama?,response=1,39,16,73,56,no,no
A2QSVBUPZQ9USZ,fun!,gen=2,age=1,eth=3,Philadelphia,fun!,married,aar,m,rise3,Ellen is married?,response=2,69,55,75,60,no,no
A2QSVBUPZQ9USZ,fun!,gen=2,age=1,eth=3,Philadelphia,fun!,mom,kev,m,fall,Elenoar is Annie's mom.,response=1,97,72,93,22,no,no
AVCXJ9M71WDCB,,gen=1,age=2,eth=5,,,obama,aar,m,fall,Lauren met president Obama.,response=1,87,17,55,37,,
AVCXJ9M71WDCB,,gen=1,age=2,eth=5,,,married,bon,f,rise2,Ellen is married?,response=2,25,65,24,69,,
AVCXJ9M71WDCB,,gen=1,age=2,eth=5,,,yemen,aar,m,rise1,Lenny's from Yemen?,response=2,21,59,20,60,,
AVCXJ9M71WDCB,,gen=1,age=2,eth=5,,,mom,ros,f,qrise,Is Eleanor Annie's mom?,response=2,14,74,17,86,,
AVCXJ9M71WDCB,,gen=1,age=2,eth=5,,,spaceship,kev,m,rise3,Maria was in a spaceship to the moon?,response=1,7,33,29,61,,
A93ALGAFX49BF,,gen=2,age=4,eth=3,NJ,,mom,kev,m,rise1,ELEANOR IS ANDY'S MOM,response=2,86,84,9,30,,
A93ALGAFX49BF,,gen=2,age=4,eth=3,NJ,,obama,ros,f,rise2,LAURA MEANT PRESIDENT OBAMA,response=2,94,81,82,67,,
A93ALGAFX49BF,,gen=2,age=4,eth=3,NJ,,spaceship,bon,f,fall,MARIA WAS IN A SPACE SHIP TO THE MOON,response=1,72,41,65,28,,
A93ALGAFX49BF,,gen=2,age=4,eth=3,NJ,,married,aar,m,qrise,IS ELEAN MARRIED?,response=2,89,82,69,65,,
A93ALGAFX49BF,,gen=2,age=4,eth=3,NJ,,yemen,ros,f,rise3,LENNY'S FROM YEMEN,response=1,70,60,40,27,,
A2VNR6984SDFGQ,no,gen=1,age=3,eth=3,PA,no,married,aar,m,qrise,Is Ellen married?,response=2,8,59,32,80,,
A2VNR6984SDFGQ,no,gen=1,age=3,eth=3,PA,no,spaceship,bon,f,fall,Maria was in a spaceship to the moon,response=1,77,15,80,68,,
A2VNR6984SDFGQ,no,gen=1,age=3,eth=3,PA,no,mom,kev,m,rise1,Is Eleanor Annie's mom?,response=2,8,75,49,73,,
A2VNR6984SDFGQ,no,gen=1,age=3,eth=3,PA,no,obama,ros,f,rise2,Laura met President Obama.,response=2,9,76,46,75,,
A2VNR6984SDFGQ,no,gen=1,age=3,eth=3,PA,no,yemen,ros,f,rise3,Lenny's from Yemen.,response=2,13,75,29,72,,
A2GSH0BEIIIVIG,Thank You,gen=1,age=2,eth=6,Pennsylvania,Thank You,mom,kev,m,rise1,Elenore is Annie's mom.,response=1,100,100,100,100,,
A2GSH0BEIIIVIG,Thank You,gen=1,age=2,eth=6,Pennsylvania,Thank You,married,aar,m,qrise,Is Ellen married?,response=2,0,50,100,100,,
A2GSH0BEIIIVIG,Thank You,gen=1,age=2,eth=6,Pennsylvania,Thank You,spaceship,bon,f,fall,Maria was in a spaceship to the moon.,response=1,100,100,100,100,,
A2GSH0BEIIIVIG,Thank You,gen=1,age=2,eth=6,Pennsylvania,Thank You,obama,ros,f,rise2,Laura met President Obama.,response=1,100,100,100,100,,
A2GSH0BEIIIVIG,Thank You,gen=1,age=2,eth=6,Pennsylvania,Thank You,yemen,ros,f,rise3,Lenny is from Yemen.,response=1,100,100,100,100,Lemmy is from Yemen.,
A12WRJ2ZMDW3SU,,gen=1,age=1,eth=1,Florida,,spaceship,kev,m,qrise,Was Maria on a spaceship to the moon?,response=2,56,76,27,100,,
A12WRJ2ZMDW3SU,,gen=1,age=1,eth=1,Florida,,obama,aar,m,rise1,Lauren met president Obama?,response=2,45,81,24,100,,
A12WRJ2ZMDW3SU,,gen=1,age=1,eth=1,Florida,,mom,ros,f,fall,Eleanor is Andy's mom,response=1,82,100,75,77,,
A12WRJ2ZMDW3SU,,gen=1,age=1,eth=1,Florida,,married,bon,f,rise3,Ellen is married?,response=2,11,79,64,95,,
A12WRJ2ZMDW3SU,,gen=1,age=1,eth=1,Florida,,yemen,aar,m,rise2,Lenny's from Yemen,response=2,39,35,31,88,,
ALOYY3E72AQ1K,no,gen=1,age=3,eth=3,North Carolina,no,married,aar,m,rise2,Ellen is married,response=2,20,9,13,100,,
ALOYY3E72AQ1K,no,gen=1,age=3,eth=3,North Carolina,no,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,7,45,6,100,,
ALOYY3E72AQ1K,no,gen=1,age=3,eth=3,North Carolina,no,obama,ros,f,fall,Laura met president obama,response=1,89,48,75,94,,
ALOYY3E72AQ1K,no,gen=1,age=3,eth=3,North Carolina,no,yemen,ros,f,rise1,Lenny's from yemen,response=2,41,56,31,99,,
ALOYY3E72AQ1K,no,gen=1,age=3,eth=3,North Carolina,no,mom,kev,m,qrise,Is Elanor Andy's mom,response=2,4,75,25,99,,
A3F191VXDYSA2S,No,gen=2,age=4,eth=3,Wisconsin,No,married,aar,m,rise1,Ellen is married.,response=2,3,96,50,96,No,No
A3F191VXDYSA2S,No,gen=2,age=4,eth=3,Wisconsin,No,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,4,96,96,97,No,No
A3F191VXDYSA2S,No,gen=2,age=4,eth=3,Wisconsin,No,mom,kev,m,rise3,Elenor's Annie's mom?,response=2,4,96,51,81,No,No
A3F191VXDYSA2S,No,gen=2,age=4,eth=3,Wisconsin,No,spaceship,bon,f,rise2,Maria was in a spaceship to the moon?,response=2,3,99,74,97,No,No
A3F191VXDYSA2S,No,gen=2,age=4,eth=3,Wisconsin,No,yemen,ros,f,fall,Lenny's from Yeman.,response=2,90,100,99,10,No,No
AK7FDS2KRJZLA,no,gen=2,age=3,eth=3,Northeast,no,married,bon,f,rise1,ellen is married,response=1,25,33,34,63,no,no
AK7FDS2KRJZLA,no,gen=2,age=3,eth=3,Northeast,no,obama,aar,m,qrise,Did laura meet President Obama,response=2,31,27,29,62,no,no
AK7FDS2KRJZLA,no,gen=2,age=3,eth=3,Northeast,no,spaceship,kev,m,rise2,Ria was in spaceship to the moon.,response=1,27,17,24,16,no,no
AK7FDS2KRJZLA,no,gen=2,age=3,eth=3,Northeast,no,yemen,aar,m,fall,lennys from Yemen,response=1,73,67,73,65,no,no
AK7FDS2KRJZLA,no,gen=2,age=3,eth=3,Northeast,no,mom,ros,f,rise3,elanor is annies mom,response=1,38,30,63,63,no,no
A2UV4V29RP21FZ,,gen=1,age=4,eth=3,New Jersey,,spaceship,kev,m,rise2,he really was in a spaceship to the moon,response=2,16,87,20,73,,
A2UV4V29RP21FZ,,gen=1,age=4,eth=3,New Jersey,,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,31,82,65,100,,
A2UV4V29RP21FZ,,gen=1,age=4,eth=3,New Jersey,,married,bon,f,rise1,Ellen is married,response=2,75,90,25,80,,
A2UV4V29RP21FZ,,gen=1,age=4,eth=3,New Jersey,,mom,ros,f,rise3,Eleanor is Annie's mom?,response=2,20,90,70,100,,
A2UV4V29RP21FZ,,gen=1,age=4,eth=3,New Jersey,,yemen,aar,m,fall,Lenny's from Yemen,response=1,100,25,90,70,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,yemen,aar,m,rise2,Lenny's from Yemen?,response=2,61,62,53,57,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,married,bon,f,rise3,Ellen is married?,response=1,59,65,68,93,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,obama,aar,m,rise1,Laura Met President Obama?,response=2,65,72,56,81,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,spaceship,kev,m,qrise,Was Maria in a spaceship to the moon?,response=2,75,63,64,93,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,mom,ros,f,fall,Eleanor is Andy's mom.,response=1,100,100,95,85,,
A1GBIPUXXESXWX,No,gen=2,age=2,eth=3,Midwest,No,spaceship,bon,f,rise3,Marria was in a spaceship to the moon.,response=1,61,36,30,56,No,She sounds unsure
A1GBIPUXXESXWX,No,gen=2,age=2,eth=3,Midwest,No,obama,ros,f,fall,Laura met president Obama,response=1,74,57,87,37,No,No
A1GBIPUXXESXWX,No,gen=2,age=2,eth=3,Midwest,No,yemen,ros,f,rise1,Lenny's from Yemin.,response=1,59,70,37,73,No,No
A1GBIPUXXESXWX,No,gen=2,age=2,eth=3,Midwest,No,married,aar,m,rise2,Ellen is married.,response=2,38,56,15,57,No,No
A1GBIPUXXESXWX,No,gen=2,age=2,eth=3,Midwest,No,mom,kev,m,qrise,Is Elenor Andy's mom?,response=2,6,18,23,57,No,No
A29KUIEVPK8WB4,no,gen=2,age=2,eth=3,midwest,no,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,0,11,31,76,,
A29KUIEVPK8WB4,no,gen=2,age=2,eth=3,midwest,no,mom,kev,m,fall,Eleanor is Andy's mom,response=1,100,100,64,33,,
A29KUIEVPK8WB4,no,gen=2,age=2,eth=3,midwest,no,yemen,ros,f,rise2,monies from yemen,response=1,100,100,61,54,,
A29KUIEVPK8WB4,no,gen=2,age=2,eth=3,midwest,no,obama,ros,f,rise1,Laura met President Obama,response=1,99,97,66,59,,
A29KUIEVPK8WB4,no,gen=2,age=2,eth=3,midwest,no,married,aar,m,rise3,Ellen is married?,response=2,41,32,47,57,,
A29BMPCKRX5M3A,,gen=1,age=3,eth=3,midwest,,spaceship,kev,m,fall,Maria was in a spaceship to the moon,response=1,91,89,72,66,,
A29BMPCKRX5M3A,,gen=1,age=3,eth=3,midwest,,mom,ros,f,rise1,Elanor is Annie's mom,response=2,6,8,67,100,,
A29BMPCKRX5M3A,,gen=1,age=3,eth=3,midwest,,married,bon,f,qrise,Is Owen married,response=2,2,100,10,94,,
A29BMPCKRX5M3A,,gen=1,age=3,eth=3,midwest,,obama,aar,m,rise2,Lauren met President Obama,response=2,33,70,31,79,,
A29BMPCKRX5M3A,,gen=1,age=3,eth=3,midwest,,yemen,aar,m,rise3,Lenny's from Yemen,response=1,100,75,72,72,,
A3AE6E52CV2RMH,Thanks for the opportunity!,gen=1,age=2,eth=3,Midwest - Ohio,Thanks for the opportunity!,married,aar,m,rise3,Ellen is married?,response=2,7,91,7,93,No,Young
A3AE6E52CV2RMH,Thanks for the opportunity!,gen=1,age=2,eth=3,Midwest - Ohio,Thanks for the opportunity!,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,4,96,7,94,No,No.
A3AE6E52CV2RMH,Thanks for the opportunity!,gen=1,age=2,eth=3,Midwest - Ohio,Thanks for the opportunity!,mom,kev,m,fall,Eleanor's Annie's mom. ,response=1,97,6,96,94,No.,Robotic computer generated
A3AE6E52CV2RMH,Thanks for the opportunity!,gen=1,age=2,eth=3,Midwest - Ohio,Thanks for the opportunity!,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,5,90,4,93,No,Young
A3AE6E52CV2RMH,Thanks for the opportunity!,gen=1,age=2,eth=3,Midwest - Ohio,Thanks for the opportunity!,obama,ros,f,rise1,Laura met President Obama?,response=2,3,86,4,57,No,Seemed very stiff almost robotic though more natural sounding. 
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,NorthEast,,married,bon,f,rise2,Ellen is married.,response=1,70,70,0,75,It kinda sounds like she wanted to start it off like a question but didn't,the speaker is female
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,NorthEast,,spaceship,kev,m,rise3,Rio was on a spaceship to the moon?,response=2,0,15,0,80,Speaker spoke so fast Maria sounded like the name Rio instead.,The speaker was male
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,NorthEast,,obama,aar,m,fall,Laura met president obama,response=1,97,100,85,30,,The speaker sounded male but computer generated speech
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,NorthEast,,mom,ros,f,qrise,Is Eleanor Annie's mom?,response=2,20,20,0,100,,The speaker was female
A3F8G26PENQ6EO,,gen=1,age=1,eth=4,NorthEast,,yemen,aar,m,rise1,Lindey is from Yanmen.,response=1,75,75,0,50,The last word was hard to distinguish,the speaker was male
A2XNO2KWLLGW6Z,No,gen=2,age=1,eth=3,Louisiana,No,spaceship,bon,f,fall,Maria was in spaceship to the moon ,response=1,89,30,86,93,No,No but she sounds attractive 
A2XNO2KWLLGW6Z,No,gen=2,age=1,eth=3,Louisiana,No,obama,ros,f,rise2,Laura met President Obama,response=2,22,70,31,86,No,no
A2XNO2KWLLGW6Z,No,gen=2,age=1,eth=3,Louisiana,No,married,aar,m,qrise,Is Ellen married?,response=2,0,100,74,93,,
A2XNO2KWLLGW6Z,No,gen=2,age=1,eth=3,Louisiana,No,mom,kev,m,rise1,Elanore is Andy's mom ,response=2,10,83,27,37,,
A2XNO2KWLLGW6Z,No,gen=2,age=1,eth=3,Louisiana,No,yemen,ros,f,rise3,Lenny's from Yemen,response=2,30,92,25,88,,
A2UTWQS99Y0NRH,,gen=2,age=1,eth=3,West Coast,,married,bon,f,fall,Ellen is married,response=1,98,49,88,96,,
A2UTWQS99Y0NRH,,gen=2,age=1,eth=3,West Coast,,spaceship,kev,m,rise1,Maria was in a spaceship to the moon,response=1,49,50,52,100,,
A2UTWQS99Y0NRH,,gen=2,age=1,eth=3,West Coast,,yemen,aar,m,qrise,Is Lenny from Yemen,response=2,3,74,9,97,,
A2UTWQS99Y0NRH,,gen=2,age=1,eth=3,West Coast,,obama,aar,m,rise3,Laura met president Obama,response=2,12,79,24,97,,
A2UTWQS99Y0NRH,,gen=2,age=1,eth=3,West Coast,,mom,ros,f,rise2,Ellinoir is Annie's mom,response=2,29,60,30,98,,
A8WIS8VNJXUS,,gen=2,age=2,eth=3,midwest,,yemen,aar,m,rise1,lenny's from yemen,response=1,85,84,77,49,no,monotone
A8WIS8VNJXUS,,gen=2,age=2,eth=3,midwest,,mom,ros,f,qrise,is eleanor andy's mom?,response=2,14,7,37,74,,
A8WIS8VNJXUS,,gen=2,age=2,eth=3,midwest,,obama,aar,m,fall,lauren and president obama,response=1,76,67,70,11,lauren at president obama,
A8WIS8VNJXUS,,gen=2,age=2,eth=3,midwest,,spaceship,kev,m,rise3,rio is in a space ship to the moon,response=1,78,82,60,55,rio is on a space ship to the moon,
A8WIS8VNJXUS,,gen=2,age=2,eth=3,midwest,,married,bon,f,rise2,ellen is married,response=2,65,74,52,68,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,mom,kev,m,rise3,elenor is anie's mom,response=2,34,39,40,65,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,yemen,ros,f,fall,lenny is from yemen,response=1,67,69,69,68,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,married,aar,m,rise1,elen is maried,response=2,34,31,30,64,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,spaceship,bon,f,rise2,maria was in a spaceship to the moon,response=2,30,29,32,73,,
A30RKFFDQ8ZIHN,,gen=2,age=2,eth=3,NY,,obama,ros,f,qrise,Did laura meet president obama,response=2,17,57,62,63,,
A2Z70GL7HTFFQR,,gen=2,age=1,eth=4,CT,,mom,ros,f,qrise,Is ellinoire andy's mom,response=2,26,35,57,80,,
A2Z70GL7HTFFQR,,gen=2,age=1,eth=4,CT,,married,bon,f,rise2,Ellen is married.,response=1,89,67,61,100,,
A2Z70GL7HTFFQR,,gen=2,age=1,eth=4,CT,,spaceship,kev,m,rise3,Maria was in a space ship to the moon,response=1,46,58,84,47,,
A2Z70GL7HTFFQR,,gen=2,age=1,eth=4,CT,,yemen,aar,m,rise1,Lenny is from yemen,response=1,74,76,80,88,,
A2Z70GL7HTFFQR,,gen=2,age=1,eth=4,CT,,obama,aar,m,fall,Lord met president obama,response=1,100,100,100,82,,
A249M2F9FFNIK2,No.,gen=2,age=3,eth=3,Midwest,No.,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,1,70,35,100,No.,No.
A249M2F9FFNIK2,No.,gen=2,age=3,eth=3,Midwest,No.,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,25,65,40,100,No.,No.
A249M2F9FFNIK2,No.,gen=2,age=3,eth=3,Midwest,No.,married,aar,m,fall,Ellen is married.,response=1,100,50,100,60,No.,No.
A249M2F9FFNIK2,No.,gen=2,age=3,eth=3,Midwest,No.,obama,ros,f,rise3,Laura met President Obama.,response=1,55,50,30,90,It sounded like it could be a statement or a question.,No.
A249M2F9FFNIK2,No.,gen=2,age=3,eth=3,Midwest,No.,mom,kev,m,rise2,Eleanor is Annie's mom.,response=1,85,50,55,100,Again it could be interpreted as a statement or a question.,No.
A2DAZ0CJ3VKS80,No,gen=2,age=2,eth=3,Texas,No,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,19,83,7,47,,
A2DAZ0CJ3VKS80,No,gen=2,age=2,eth=3,Texas,No,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,0,86,17,64,,
A2DAZ0CJ3VKS80,No,gen=2,age=2,eth=3,Texas,No,obama,ros,f,rise3,Laura met President Obama,response=2,40,71,45,32,,
A2DAZ0CJ3VKS80,No,gen=2,age=2,eth=3,Texas,No,married,aar,m,fall,Ellen is married,response=1,100,18,95,65,,
A2DAZ0CJ3VKS80,No,gen=2,age=2,eth=3,Texas,No,mom,kev,m,rise2,Eleanor is Annie's mom,response=2,18,75,16,55,,
A3L4JI1S352HB8,,gen=1,age=3,eth=5,Midwest,,spaceship,kev,m,rise3,real as a spaceship to the moon,response=1,76,64,67,73,,very hard to understand muttered voice
A3L4JI1S352HB8,,gen=1,age=3,eth=5,Midwest,,married,bon,f,rise2,Helen is married?,response=2,26,63,24,74,,
A3L4JI1S352HB8,,gen=1,age=3,eth=5,Midwest,,mom,ros,f,qrise,Is Eleanor Andy's mom?,response=2,24,55,44,78,,
A3L4JI1S352HB8,,gen=1,age=3,eth=5,Midwest,,yemen,aar,m,rise1,Lenny is from Yemen?,response=2,70,45,52,83,,
A3L4JI1S352HB8,,gen=1,age=3,eth=5,Midwest,,obama,aar,m,fall,Laura met President Obama,response=1,90,78,97,97,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,yemen,ros,f,rise2,Lenise from Yemen,response=2,77,77,23,90,maybe it's just a statement,female
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,mom,kev,m,fall,elenore is annie's mom,response=2,78,77,59,80,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,married,aar,m,rise3,elen is married?,response=2,25,25,57,74,sounds like a question,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,obama,ros,f,rise1,Laura met president Obama,response=2,89,29,82,70,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,spaceship,bon,f,qrise,Was Maria in a spaceshit to the moon?,response=2,28,70,25,75,sounds like a question,
A1P14RA5FX3HPD,,gen=1,age=2,eth=3,Midwest,,mom,ros,f,rise1,Eleanor is Andy's mom,response=2,35,93,51,65,,
A1P14RA5FX3HPD,,gen=1,age=2,eth=3,Midwest,,spaceship,kev,m,fall,Rio is in a spaceship to the moon,response=1,100,15,89,32,,They seem a bit irritated
A1P14RA5FX3HPD,,gen=1,age=2,eth=3,Midwest,,married,bon,f,qrise,Is Ellen married?,response=2,0,85,47,92,,
