workerid,stimulus,sentence,pronoun,speaker,speaker_gender,intonation,verification,speechact_choice,sp_certainty,addr_certainty,sp_authority,sp_politeness,subject_gender,subject_age,subject_ethnicity
A1D81U3G36XESE,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer?,Request,16,88,0,75,Male,1,3
AR2BDL1QQGN53,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I'm from Yemen,Assertion,57,59,8,92,Male,1,1
AR2BDL1QQGN53,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from Yemen,Assertion,81,80,66,68,Male,1,1
AR2BDL1QQGN53,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,I am not sure what is being said,Assertion,79,57,33,67,Male,1,1
AR2BDL1QQGN53,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer,Assertion,83,85,71,70,Male,1,1
AR2BDL1QQGN53,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married,Assertion,20,19,20,78,Male,1,1
AR2BDL1QQGN53,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals,Assertion,19,18,19,66,Male,1,1
AR2BDL1QQGN53,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met President Obama,Assertion,23,24,36,62,Male,1,1
AR2BDL1QQGN53,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon.,Assertion,66,65,68,58,Male,1,1
A22G36FU1F9Z75,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining.,Question,22,24,26,74,Female,2,3
A22G36FU1F9Z75,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen.,Assertion,85,85,67,85,Female,2,3
A22G36FU1F9Z75,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married.,Assertion,54,58,24,62,Female,2,3
A22G36FU1F9Z75,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn.,Request,59,59,13,70,Female,2,3
A22G36FU1F9Z75,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,71,75,73,37,Female,2,3
A22G36FU1F9Z75,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Bria was in the space ship to the moon.,Question,29,26,26,73,Female,2,3
A22G36FU1F9Z75,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Question,63,62,42,69,Female,2,3
A22G36FU1F9Z75,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama.,Assertion,71,76,59,61,Female,2,3
A36WKOXH759HQK,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer.,Invitation,79,68,66,79,Male,2,3
A36WKOXH759HQK,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Eleanor is Annie's mom.,Assertion,100,99,100,100,Male,2,3
A36WKOXH759HQK,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married.,Assertion,75,88,76,70,Male,2,3
A36WKOXH759HQK,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon.,Assertion,100,100,100,85,Male,2,3
A36WKOXH759HQK,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met President Obama.,Assertion,83,77,67,77,Male,2,3
A36WKOXH759HQK,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I'm from Yemen.,Assertion,100,100,100,100,Male,2,3
A36WKOXH759HQK,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenia's from Yemen.,Assertion,66,52,62,61,Male,2,3
A36WKOXH759HQK,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals.,Assertion,65,60,65,86,Male,2,3
AAB1LBKZV886G,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,your phone number,Request,10,12,31,79,Female,2,1
AAB1LBKZV886G,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,Brean in a space ship to the moon,Assertion,89,93,35,63,Female,2,1
AAB1LBKZV886G,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,Lenny's from Yemen,Assertion,98,92,71,40,Female,2,1
AAB1LBKZV886G,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Eleanor is Annie's mom,Question,1,20,9,76,Female,2,1
AAB1LBKZV886G,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met turbon in gabana,Assertion,75,75,58,34,Female,2,1
AAB1LBKZV886G,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Ellen is married,Assertion,91,70,68,38,Female,2,1
AAB1LBKZV886G,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,It's raining,Assertion,88,75,21,77,Female,2,1
AAB1LBKZV886G,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to move along,Assertion,27,9,0,84,Female,2,1
A21M2EFFRKX5S3,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer,Request,71,64,68,60,Female,1,3
A21M2EFFRKX5S3,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen?,Question,19,17,19,20,Female,1,3
A21M2EFFRKX5S3,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Elanoir is Andy's mom?,Request,20,20,15,21,Female,1,3
A21M2EFFRKX5S3,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals,Assertion,59,59,61,59,Female,1,3
A21M2EFFRKX5S3,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Request,16,13,16,15,Female,1,3
A21M2EFFRKX5S3,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama.,Assertion,74,73,76,63,Female,1,3
A21M2EFFRKX5S3,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon.,Assertion,63,72,63,66,Female,1,3
A21M2EFFRKX5S3,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married?,Question,13,11,13,17,Female,1,3
A4ZW4GNQ98HV6,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met president Obama ,Question,11,12,21,23,Unspecified,2,3
A4ZW4GNQ98HV6,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,maria was in a spaceship to the moon. ,Assertion,78,86,70,30,Unspecified,2,3
A4ZW4GNQ98HV6,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,helenor is annie's mom,Request,38,43,34,56,Unspecified,2,3
A4ZW4GNQ98HV6,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married,Question,32,26,29,51,Unspecified,2,3
A4ZW4GNQ98HV6,beer_we_ed_m_fall,beer,we,ed,Male,fall,we should go get beer. ,Invitation,76,50,68,21,Unspecified,2,3
A4ZW4GNQ98HV6,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,armadillos are mammals. ,Question,35,32,40,40,Unspecified,2,3
A4ZW4GNQ98HV6,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I am from Yemen ,Question,43,39,37,32,Unspecified,2,3
A4ZW4GNQ98HV6,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lody is from Yemen. ,Assertion,95,96,75,41,Unspecified,2,3
A3FCZNB9E8K3CX,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenious permenyin,Question,31,64,21,69,Unspecified,1,3
A3FCZNB9E8K3CX,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon,Question,57,29,57,57,Unspecified,1,3
A3FCZNB9E8K3CX,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,armadillos are mammals,Question,70,62,75,43,Unspecified,1,3
A3FCZNB9E8K3CX,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,elainore is amys mom,Question,26,28,21,61,Unspecified,1,3
A3FCZNB9E8K3CX,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is lenny from yemmen,Question,20,30,34,72,Unspecified,1,3
A3FCZNB9E8K3CX,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,we should go get beer?,Request,61,59,71,64,Unspecified,1,3
A3FCZNB9E8K3CX,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met president obama,Assertion,92,94,74,54,Unspecified,1,3
A3FCZNB9E8K3CX,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,ellen is married,Question,28,27,27,58,Unspecified,1,3
A3C9PTN49QTVFN,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn,Assertion,100,100,100,52,Unspecified,2,3
A3C9PTN49QTVFN,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining,Question,5,10,1,87,Unspecified,2,3
A3C9PTN49QTVFN,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Elanore is Annie's mom?,Question,10,7,4,99,Unspecified,2,3
A3C9PTN49QTVFN,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married.,Assertion,100,99,82,40,Unspecified,2,3
A3C9PTN49QTVFN,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met president obama,Request,30,28,11,99,Unspecified,2,3
A3C9PTN49QTVFN,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lennie is from Yemen?,Question,21,19,4,99,Unspecified,2,3
A3C9PTN49QTVFN,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Barria was in the spaceship to the moon?,Question,39,36,45,60,Unspecified,2,3
A3C9PTN49QTVFN,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,40,38,30,97,Unspecified,2,3
A36SM7QM8OK3H6,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,we should go get beer,Invitation,62,63,30,99,Female,1,3
A36SM7QM8OK3H6,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,armadillos are mammals,Assertion,90,74,90,90,Female,1,3
A36SM7QM8OK3H6,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,lenny is from yemen,Assertion,80,36,77,98,Female,1,3
A36SM7QM8OK3H6,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,ellen is married,Question,20,72,9,92,Female,1,3
A36SM7QM8OK3H6,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,eleanor is annie's mom,Assertion,89,32,52,91,Female,1,3
A36SM7QM8OK3H6,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,laura met president obama,Assertion,49,27,14,86,Female,1,3
A36SM7QM8OK3H6,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,i'm from yemen,Assertion,100,10,99,100,Female,1,3
A36SM7QM8OK3H6,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,maria was in a spaceship to the moon?,Question,15,82,12,98,Female,1,3
A258MR1IS96JEP,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,lorem at president obama,Assertion,0,0,2,43,Male,2,3
A258MR1IS96JEP,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,you need to move along,Request,0,0,0,46,Male,2,3
A258MR1IS96JEP,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,lennys from yemen,Assertion,3,51,23,45,Male,2,3
A258MR1IS96JEP,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,elenore is annies mom,Question,29,52,20,43,Male,2,3
A258MR1IS96JEP,rain_it_ed_m_fall,rain,it,ed,Male,fall,its raining,Assertion,60,65,60,43,Male,2,3
A258MR1IS96JEP,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,you're from yemen,Question,42,35,56,33,Male,2,3
A258MR1IS96JEP,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,ellen is married?,Question,23,33,42,42,Male,2,3
A258MR1IS96JEP,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,barea was in a spaceship to the moon,Assertion,35,58,33,42,Male,2,3
A77K8W55MJEKX,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama. ,Assertion,82,72,85,61,Female,3,2
A77K8W55MJEKX,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Maria was in a spaceship to the moon. ,Assertion,41,62,33,72,Female,3,2
A77K8W55MJEKX,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining.,Assertion,87,84,67,56,Female,3,2
A77K8W55MJEKX,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,My name's from Yemen. ,Assertion,43,54,34,56,Female,3,2
A77K8W55MJEKX,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn. ,Assertion,76,78,87,29,Female,3,2
A77K8W55MJEKX,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's mom. ,Assertion,93,85,30,57,Female,3,2
A77K8W55MJEKX,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,78,68,43,43,Female,3,2
A77K8W55MJEKX,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married. ,Assertion,82,90,92,44,Female,3,2
AK3H5QRAROFGP,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon.,Assertion,48,49,42,60,Male,1,3
AK3H5QRAROFGP,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen.,Question,39,40,40,63,Male,1,3
AK3H5QRAROFGP,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Allen is married,Assertion,61,61,55,45,Male,1,3
AK3H5QRAROFGP,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama.,Assertion,84,83,78,55,Male,1,3
AK3H5QRAROFGP,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Question,16,19,33,66,Male,1,3
AK3H5QRAROFGP,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer?,Invitation,43,43,45,65,Male,1,3
AK3H5QRAROFGP,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals?,Question,35,35,37,57,Male,1,3
AK3H5QRAROFGP,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Elenor is Annie's mom?,Question,39,40,39,62,Male,1,3
A3W6T1WDYXMR3,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Elanor is Annie's mom,Question,39,64,24,82,Male,1,3
A3W6T1WDYXMR3,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn,Request,77,52,58,53,Male,1,3
A3W6T1WDYXMR3,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Ellen is married.,Question,33,70,32,58,Male,1,3
A3W6T1WDYXMR3,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen,Assertion,77,55,70,49,Male,1,3
A3W6T1WDYXMR3,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met President Obama,Question,42,62,26,80,Male,1,3
A3W6T1WDYXMR3,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Lenny's from Yemen,Question,46,61,43,71,Male,1,3
A3W6T1WDYXMR3,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Marie was in a spaceship to the moon,Assertion,83,36,69,51,Male,1,3
A3W6T1WDYXMR3,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining,Assertion,91,56,87,44,Male,1,3
A1DU4CYMKHGV6C,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Annie's mom,Assertion,100,100,89,58,Female,2,3
A1DU4CYMKHGV6C,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Leni is from Yemen,Assertion,65,65,63,66,Female,2,3
A1DU4CYMKHGV6C,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals.,Question,25,68,32,65,Female,2,3
A1DU4CYMKHGV6C,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer,Question,30,73,44,64,Female,2,3
A1DU4CYMKHGV6C,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen,Question,0,82,27,91,Female,2,3
A1DU4CYMKHGV6C,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married,Question,35,81,36,58,Female,2,3
A1DU4CYMKHGV6C,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama,Assertion,85,50,80,44,Female,2,3
A1DU4CYMKHGV6C,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon,Question,27,63,38,56,Female,2,3
A1YM0IWPC72J7V,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Breia was in the spaceship to the moon,Assertion,100,98,94,100,Male,1,2
A1YM0IWPC72J7V,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining,Assertion,100,100,100,100,Male,1,2
A1YM0IWPC72J7V,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Alan is married?,Question,16,9,8,100,Male,1,2
A1YM0IWPC72J7V,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met president Obama,Question,16,14,81,100,Male,1,2
A1YM0IWPC72J7V,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn,Question,12,11,22,91,Male,1,2
A1YM0IWPC72J7V,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annie's mom,Question,12,13,28,85,Male,1,2
A1YM0IWPC72J7V,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Lenny's from Yemen,Assertion,89,90,97,77,Male,1,2
A1YM0IWPC72J7V,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen,Assertion,82,93,69,94,Male,1,2
A1YBZWXXW358IF,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Lenny's from Yemen ,Assertion,85,80,82,84,Male,5,3
A1YBZWXXW358IF,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining ,Assertion,83,78,74,76,Male,5,3
A1YBZWXXW358IF,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Ellyn is married ,Assertion,73,82,78,85,Male,5,3
A1YBZWXXW358IF,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is annies mom,Assertion,81,77,81,80,Male,5,3
A1YBZWXXW358IF,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn ,Request,77,76,78,79,Male,5,3
A1YBZWXXW358IF,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met president Obama ,Assertion,72,76,77,74,Male,5,3
A1YBZWXXW358IF,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,Your from Yemen ,Assertion,70,77,73,78,Male,5,3
A1YBZWXXW358IF,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Maria was in a spaceship to the moon ,Assertion,72,76,90,86,Male,5,3
A3JSMBOXDHJNRG,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,How do I know he's Amy's mom?,Question,73,42,78,40,Female,3,3
A3JSMBOXDHJNRG,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,Ellen was married?,Question,37,31,33,60,Female,3,3
A3JSMBOXDHJNRG,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,Laura met President Obama?,Question,36,31,56,42,Female,3,3
A3JSMBOXDHJNRG,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon?,Question,63,70,59,76,Female,3,3
A3JSMBOXDHJNRG,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I am from Yumen.,Assertion,100,100,58,89,Female,3,3
A3JSMBOXDHJNRG,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lenny is from Yemen?,Request,34,62,39,71,Female,3,3
A3JSMBOXDHJNRG,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,We should go get beer?,Question,67,72,35,64,Female,3,3
A3JSMBOXDHJNRG,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,Armadillos are mammals?,Request,41,41,43,71,Female,3,3
A3PUU1XU4C1A3V,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met President Obama.,Question,22,36,39,76,Female,4,3
A3PUU1XU4C1A3V,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,My names from Yemen.,Assertion,84,90,66,92,Female,4,3
A3PUU1XU4C1A3V,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Alan is married?,Question,15,21,58,58,Female,4,3
A3PUU1XU4C1A3V,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Brea was in a spaceship to the moon.,Assertion,88,91,68,81,Female,4,3
A3PUU1XU4C1A3V,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annie's mom?,Question,10,17,36,78,Female,4,3
A3PUU1XU4C1A3V,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn?,Question,22,22,39,74,Female,4,3
A3PUU1XU4C1A3V,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining.,Assertion,95,95,89,64,Female,4,3
A3PUU1XU4C1A3V,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen.,Invitation,66,69,38,75,Female,4,3
A2UO3QJZNC2VOE,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,maria was in a spaceship to the moon,Assertion,85,79,35,73,Male,2,3
A2UO3QJZNC2VOE,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,its raining,Assertion,64,43,25,62,Male,2,3
A2UO3QJZNC2VOE,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Elanor is eddys mom?,Question,37,43,28,81,Male,2,3
A2UO3QJZNC2VOE,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,Lennys from yemen,Assertion,46,41,40,60,Male,2,3
A2UO3QJZNC2VOE,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met President Obama,Assertion,73,72,28,54,Male,2,3
A2UO3QJZNC2VOE,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to mow the lawn?,Request,59,57,32,58,Male,2,3
A2UO3QJZNC2VOE,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Allen is married,Assertion,68,66,41,53,Male,2,3
A2UO3QJZNC2VOE,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,Your from Yemen?,Question,28,35,29,67,Male,2,3
A30IUZPRX1LFYB,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Lauren met President Obama,Assertion,100,100,83,47,Female,2,3
A30IUZPRX1LFYB,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn,Request,72,78,3,96,Female,2,3
A30IUZPRX1LFYB,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Leanings from Yemen ,Assertion,19,21,12,92,Female,2,3
A30IUZPRX1LFYB,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Alan is married ,Assertion,90,93,60,97,Female,2,3
A30IUZPRX1LFYB,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Maria was in a spaceship to the moon,Assertion,84,91,66,79,Female,2,3
A30IUZPRX1LFYB,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annie's mom,Assertion,95,95,38,94,Female,2,3
A30IUZPRX1LFYB,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen,Request,73,74,84,21,Female,2,3
A30IUZPRX1LFYB,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining ,Assertion,93,92,97,5,Female,2,3
A3SCEKR5XEWDRU,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from Yemen,Assertion,66,32,8,88,Male,2,4
A3SCEKR5XEWDRU,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ellen is married,Assertion,100,16,69,62,Male,2,4
A3SCEKR5XEWDRU,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armadillos are mammals ,Assertion,72,56,60,81,Male,2,4
A3SCEKR5XEWDRU,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer,Request,58,25,13,37,Male,2,4
A3SCEKR5XEWDRU,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,Im from Yemen,Assertion,38,32,8,55,Male,2,4
A3SCEKR5XEWDRU,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the moon,Assertion,75,37,35,38,Male,2,4
A3SCEKR5XEWDRU,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met president Obama,Question,16,25,11,40,Male,2,4
A3SCEKR5XEWDRU,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,Elanor is Annies mom,Request,31,57,53,56,Male,2,4
A2IHOPL1KGNK16,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,I was worried,Assertion,9,64,24,31,Male,1,3
A2IHOPL1KGNK16,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from yemen,Assertion,64,57,40,61,Male,1,3
A2IHOPL1KGNK16,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Annie's mom,Assertion,35,41,37,62,Male,1,3
A2IHOPL1KGNK16,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met president Obama,Assertion,67,67,60,62,Male,1,3
A2IHOPL1KGNK16,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Request,35,40,59,58,Male,1,3
A2IHOPL1KGNK16,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon,Question,41,41,58,72,Male,1,3
A2IHOPL1KGNK16,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals,Assertion,59,57,56,57,Male,1,3
A2IHOPL1KGNK16,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer,Invitation,41,43,56,56,Male,1,3
A2M5VW97GIYLHB,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met president Obama ,Assertion,100,100,63,82,Female,1,4
A2M5VW97GIYLHB,beer_we_ed_m_fall,beer,we,ed,Male,fall,You should go get beer,Request,80,71,64,75,Female,1,4
A2M5VW97GIYLHB,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,ella is married ,Assertion,98,95,38,78,Female,1,4
A2M5VW97GIYLHB,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Eleanor is annies mom ,Assertion,96,99,71,72,Female,1,4
A2M5VW97GIYLHB,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,Im from yemen ,Assertion,44,38,16,70,Female,1,4
A2M5VW97GIYLHB,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from Yemen ,Assertion,82,69,75,63,Female,1,4
A2M5VW97GIYLHB,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals ,Assertion,71,82,73,70,Female,1,4
