workerid,stimulus,sentence,pronoun,speaker,speaker_gender,intonation,verification,speechact_choice,sp_certainty,addr_certainty,sp_authority,sp_politeness,subject_gender,subject_age,subject_ethnicity
A25N0K40JAZTN1,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,I am from Yemen.,Assertion,92,88,61,83,Male,3,7
A25N0K40JAZTN1,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,Eleanor is Annie's mom.,Assertion,100,100,60,76,Male,3,7
A25N0K40JAZTN1,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the moon.,Assertion,100,100,43,68,Male,3,7
A25N0K40JAZTN1,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer.,Request,85,92,65,67,Male,3,7
A25N0K40JAZTN1,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met president Obama.,Assertion,88,91,40,46,Male,3,7
A25N0K40JAZTN1,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from Yemen.,Assertion,86,86,53,50,Male,3,7
A25N0K40JAZTN1,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ellen is married.,Assertion,100,100,63,73,Male,3,7
A25N0K40JAZTN1,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armadillos are mammals.,Assertion,96,96,47,56,Male,3,7
A2RHJT0OMA09YH,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from yemen,Question,50,56,47,57,Female,1,4
A2RHJT0OMA09YH,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer,Invitation,42,52,49,63,Female,1,4
A2RHJT0OMA09YH,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married?,Question,62,42,63,52,Female,1,4
A2RHJT0OMA09YH,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanore is Annie's mom?,Question,65,59,58,52,Female,1,4
A2RHJT0OMA09YH,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met president obama.,Assertion,60,40,51,55,Female,1,4
A2RHJT0OMA09YH,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon,Assertion,57,42,55,52,Female,1,4
A2RHJT0OMA09YH,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is lenny from yeming,Question,64,41,45,51,Female,1,4
A2RHJT0OMA09YH,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals,Assertion,60,51,43,45,Female,1,4
A9IYZ3OQE8PF5,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,you need to mow the lawn,Question,9,40,51,90,Female,2,3
A9IYZ3OQE8PF5,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,its raining,Question,8,91,28,73,Female,2,3
A9IYZ3OQE8PF5,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,your from Yemen ,Question,80,100,90,69,Female,2,3
A9IYZ3OQE8PF5,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,alan is married ,Question,80,100,60,70,Female,2,3
A9IYZ3OQE8PF5,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,eleanor is annie's mom,Assertion,100,40,50,80,Female,2,3
A9IYZ3OQE8PF5,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen,Assertion,100,60,94,51,Female,2,3
A9IYZ3OQE8PF5,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon,Question,60,96,60,98,Female,2,3
A9IYZ3OQE8PF5,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama,Assertion,100,80,93,78,Female,2,3
A3FLABU9SS5W88,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama,Assertion,100,100,53,100,Male,1,2
A3FLABU9SS5W88,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Maria was in the spaceship to the Moon,Assertion,100,100,48,49,Male,1,2
A3FLABU9SS5W88,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,Its raining,Assertion,97,97,52,52,Male,1,2
A3FLABU9SS5W88,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to move along,Request,100,100,100,32,Male,1,2
A3FLABU9SS5W88,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,My niece from Yemen,Assertion,100,100,52,58,Male,1,2
A3FLABU9SS5W88,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married,Assertion,100,100,60,54,Male,1,2
A3FLABU9SS5W88,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,18,20,30,62,Male,1,2
A3FLABU9SS5W88,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Ellenore is Annie mom?,Question,12,14,37,66,Male,1,2
AG7C4X3WKKBV,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Alan is married.,Assertion,85,89,94,39,Male,1,5
AG7C4X3WKKBV,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,91,94,71,53,Male,1,5
AG7C4X3WKKBV,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met president Obama.,Assertion,84,94,69,57,Male,1,5
AG7C4X3WKKBV,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,Your from Yemen?,Question,25,16,35,58,Male,1,5
AG7C4X3WKKBV,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,27,19,17,57,Male,1,5
AG7C4X3WKKBV,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen.,Assertion,57,62,64,39,Male,1,5
AG7C4X3WKKBV,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Bria was in a spaceship to the moon.,Assertion,56,63,42,76,Male,1,5
AG7C4X3WKKBV,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn?,Question,16,10,35,58,Male,1,5
A20O44S26VN11P,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met President Obama.,Assertion,29,59,23,59,Unspecified,1,3
A20O44S26VN11P,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armadillos are mammals.,Assertion,100,100,76,60,Unspecified,1,3
A20O44S26VN11P,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ellen is married.,Assertion,75,77,66,56,Unspecified,1,3
A20O44S26VN11P,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer?,Invitation,66,29,34,63,Unspecified,1,3
A20O44S26VN11P,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,Eleanor is Annie's mom.,Assertion,68,58,62,72,Unspecified,1,3
A20O44S26VN11P,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the moon?,Question,34,66,28,60,Unspecified,1,3
A20O44S26VN11P,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,I am from Yemen?,Question,27,58,12,58,Unspecified,1,3
A20O44S26VN11P,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lennie is from Yemen.,Assertion,62,39,61,76,Unspecified,1,3
A3OV174HQJIJK8,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Moneys from yemin.,Assertion,100,100,85,100,Male,3,3
A3OV174HQJIJK8,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn.,Assertion,85,75,85,100,Male,3,3
A3OV174HQJIJK8,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon.,Assertion,95,95,90,100,Male,3,3
A3OV174HQJIJK8,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining.,Assertion,90,90,90,95,Male,3,3
A3OV174HQJIJK8,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Alan is married.,Assertion,95,95,90,100,Male,3,3
A3OV174HQJIJK8,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemin.,Question,70,60,75,95,Male,3,3
A3OV174HQJIJK8,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,100,100,100,100,Male,3,3
A3OV174HQJIJK8,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama.,Assertion,95,99,100,100,Male,3,3
A38TRCGRVHE2O5,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,CONSULT THE HANDBOOK,Assertion,0,17,83,88,Female,5,3
A38TRCGRVHE2O5,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,ELEANOR IS AMY'S MOM?,Question,0,0,27,61,Female,5,3
A38TRCGRVHE2O5,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,ELLEN IS MARRIED,Question,32,23,38,68,Female,5,3
A38TRCGRVHE2O5,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,IT'S RAY THERE?,Question,11,12,18,67,Female,5,3
A38TRCGRVHE2O5,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,LENNY'S FROM YEMEN,Assertion,95,96,83,69,Female,5,3
A38TRCGRVHE2O5,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,YOU NEED TO MOW THE LAWN.,Assertion,59,67,34,59,Female,5,3
A38TRCGRVHE2O5,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,MOIRA MET PRESIDENT OBAMA,Assertion,77,81,79,59,Female,5,3
A38TRCGRVHE2O5,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,BEREA WAS IN A SPACESHIP TO THE MOON?,Question,28,31,42,65,Female,5,3
A1N4P4XGQM7NXE,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,we should go get beer,Request,42,49,16,52,Unspecified,1,3
A1N4P4XGQM7NXE,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon,Question,39,39,11,67,Unspecified,1,3
A1N4P4XGQM7NXE,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen,Assertion,86,91,47,75,Unspecified,1,3
A1N4P4XGQM7NXE,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,eleanor is annies mom,Assertion,84,83,49,56,Unspecified,1,3
A1N4P4XGQM7NXE,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,laura met president obama,Question,41,43,25,37,Unspecified,1,3
A1N4P4XGQM7NXE,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,lenny is from yemen,Question,43,41,25,45,Unspecified,1,3
A1N4P4XGQM7NXE,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,ellen is married,Question,31,28,31,58,Unspecified,1,3
A1N4P4XGQM7NXE,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,armadillos are mammals,Question,34,33,19,51,Unspecified,1,3
A62RZY5BWOZZM,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married,Assertion,82,76,77,80,Male,2,1
A62RZY5BWOZZM,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon.,Assertion,83,85,89,87,Male,2,1
A62RZY5BWOZZM,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Ellie's mom,Assertion,85,79,71,74,Male,2,1
A62RZY5BWOZZM,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama,Assertion,94,90,76,85,Male,2,1
A62RZY5BWOZZM,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Question,13,11,18,66,Male,2,1
A62RZY5BWOZZM,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lennie's from Yemen?,Question,12,16,27,63,Male,2,1
A62RZY5BWOZZM,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn,Assertion,72,77,69,65,Male,2,1
A62RZY5BWOZZM,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,15,16,17,17,Male,2,1
A1U6A617Q95MTZ,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen?,Question,17,24,48,66,Female,2,3
A1U6A617Q95MTZ,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer?,Question,17,27,35,57,Female,2,3
A1U6A617Q95MTZ,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon?,Question,32,35,50,50,Female,2,3
A1U6A617Q95MTZ,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Annie's mom? ,Question,33,32,49,50,Female,2,3
A1U6A617Q95MTZ,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals? ,Question,34,36,37,49,Female,2,3
A1U6A617Q95MTZ,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Question,41,42,44,49,Female,2,3
A1U6A617Q95MTZ,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married?,Question,61,62,49,50,Female,2,3
A1U6A617Q95MTZ,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met president Obama.,Assertion,89,91,50,50,Female,2,3
A3HNSL19SKG07P,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Question,0,68,0,100,Female,1,3
A3HNSL19SKG07P,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married?,Question,25,86,0,50,Female,1,3
A3HNSL19SKG07P,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals?,Question,9,79,7,51,Female,1,3
A3HNSL19SKG07P,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen?,Question,0,82,0,53,Female,1,3
A3HNSL19SKG07P,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon?,Question,0,59,5,57,Female,1,3
A3HNSL19SKG07P,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer?,Invitation,46,72,16,82,Female,1,3
A3HNSL19SKG07P,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Annie's mom?,Question,20,84,42,78,Female,1,3
A3HNSL19SKG07P,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama.,Assertion,100,10,90,90,Female,1,3
A2342FGZQ0E70W,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Elenor is Annie's mom?,Question,15,30,18,59,Male,1,4
A2342FGZQ0E70W,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,Brea was in a spaceship to the moon?,Question,10,14,19,57,Male,1,4
A2342FGZQ0E70W,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,It's raining?,Question,30,39,15,46,Male,1,4
A2342FGZQ0E70W,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to mow the lawn?,Question,41,47,29,67,Male,1,4
A2342FGZQ0E70W,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Ellen is married?,Question,33,40,22,45,Male,1,4
A2342FGZQ0E70W,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met President Obama,Assertion,82,90,74,65,Male,1,4
A2342FGZQ0E70W,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,Lenny's from Yemen.,Assertion,85,89,77,59,Male,1,4
A2342FGZQ0E70W,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,You're from Yemen?,Question,8,15,6,39,Male,1,4
A229PBL3A53GIY,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals. ,Assertion,75,59,45,65,Female,1,3
A229PBL3A53GIY,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married?,Question,64,37,29,72,Female,1,3
A229PBL3A53GIY,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I'm from Yemen. ,Assertion,66,76,63,81,Female,1,3
A229PBL3A53GIY,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer. ,Assertion,86,88,83,58,Female,1,3
A229PBL3A53GIY,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Ellenoar is Andy's mom?,Question,44,43,43,73,Female,1,3
A229PBL3A53GIY,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met President Obama?,Request,59,34,41,74,Female,1,3
A229PBL3A53GIY,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon.,Assertion,85,83,85,46,Female,1,3
A229PBL3A53GIY,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from Yemen.,Assertion,81,86,85,56,Female,1,3
AY8XKBMVN3LZ5,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon,Assertion,95,25,100,50,Female,2,3
AY8XKBMVN3LZ5,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen,Assertion,93,18,80,50,Female,2,3
AY8XKBMVN3LZ5,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining,Assertion,98,70,81,63,Female,2,3
AY8XKBMVN3LZ5,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met president obama,Assertion,92,7,85,50,Female,2,3
AY8XKBMVN3LZ5,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Allen is married.,Assertion,91,87,89,71,Female,2,3
AY8XKBMVN3LZ5,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen,Question,10,65,14,77,Female,2,3
AY8XKBMVN3LZ5,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annies Mom,Assertion,92,14,90,60,Female,2,3
AY8XKBMVN3LZ5,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn.,Request,98,98,99,68,Female,2,3
AEMQTBRPPWJTC,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama,Assertion,100,0,100,100,Female,4,3
AEMQTBRPPWJTC,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married,Question,0,100,0,100,Female,4,3
AEMQTBRPPWJTC,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals,Question,0,100,0,100,Female,4,3
AEMQTBRPPWJTC,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer,Question,0,0,0,100,Female,4,3
AEMQTBRPPWJTC,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen,Question,0,100,30,100,Female,4,3
AEMQTBRPPWJTC,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Annie's mom,Request,0,100,100,100,Female,4,3
AEMQTBRPPWJTC,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon,Question,0,100,100,100,Female,4,3
AEMQTBRPPWJTC,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen,Request,0,100,100,100,Female,4,3
A1CJM3ULFBWN1E,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,Elorns and his mom,Assertion,38,15,22,39,Male,4,3
A1CJM3ULFBWN1E,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,I'm from Yemen,Assertion,92,82,60,53,Male,4,3
A1CJM3ULFBWN1E,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ellen is married,Assertion,57,67,55,60,Male,4,3
A1CJM3ULFBWN1E,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer.,Request,61,58,56,58,Male,4,3
A1CJM3ULFBWN1E,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armidillos are mammals,Assertion,69,71,54,62,Male,4,3
A1CJM3ULFBWN1E,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the Moon. ,Assertion,65,57,59,58,Male,4,3
A1CJM3ULFBWN1E,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from Yemen,Assertion,57,66,55,62,Male,4,3
A1CJM3ULFBWN1E,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met President Obama,Assertion,59,59,57,57,Male,4,3
A2R40R4O6G0YBY,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama.,Question,0,80,14,86,Female,2,3
A2R40R4O6G0YBY,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Allen is married?,Question,34,100,34,63,Female,2,3
A2R40R4O6G0YBY,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen?,Question,10,72,2,81,Female,2,3
A2R40R4O6G0YBY,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,60,100,68,44,Female,2,3
A2R40R4O6G0YBY,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,100,28,77,74,Female,2,3
A2R40R4O6G0YBY,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Request,31,100,16,72,Female,2,3
A2R40R4O6G0YBY,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon?,Question,39,80,16,90,Female,2,3
A2R40R4O6G0YBY,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn?,Request,29,100,0,88,Female,2,3
A1GZOEMTN2KYDA,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,learn with president obama,Assertion,52,52,36,51,Other,2,4
A1GZOEMTN2KYDA,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,ellen is married,Assertion,88,90,88,91,Other,2,4
A1GZOEMTN2KYDA,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,i'm from yemen,Assertion,40,47,41,68,Other,2,4
A1GZOEMTN2KYDA,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,runny is from yemen,Assertion,53,54,44,53,Other,2,4
A1GZOEMTN2KYDA,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,armadilloes are mammals,Assertion,81,86,86,67,Other,2,4
A1GZOEMTN2KYDA,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,maria was in a spaceship to the moon,Assertion,76,89,81,79,Other,2,4
A1GZOEMTN2KYDA,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,we should go get beer,Invitation,55,52,54,46,Other,2,4
A1GZOEMTN2KYDA,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,eleanor is annie's mom,Assertion,72,64,70,58,Other,2,4
AZZWWSMIDFU6S,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met president Obama,Assertion,87,86,20,15,Male,2,3
AZZWWSMIDFU6S,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married,Request,100,26,65,57,Male,2,3
AZZWWSMIDFU6S,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon,Assertion,90,78,40,50,Male,2,3
AZZWWSMIDFU6S,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals,Question,100,20,40,60,Male,2,3
AZZWWSMIDFU6S,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer,Invitation,100,70,70,40,Male,2,3
AZZWWSMIDFU6S,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from Yemen,Assertion,75,90,90,70,Male,2,3
AZZWWSMIDFU6S,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Eleanor is Annie's mom,Question,30,75,60,70,Male,2,3
AZZWWSMIDFU6S,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I'm from Yemen,Assertion,40,40,17,36,Male,2,3
A1209SB19HO3PY,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer.,Invitation,42,39,8,68,Male,1,3
A1209SB19HO3PY,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married.,Question,46,46,28,57,Male,1,3
A1209SB19HO3PY,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen,Assertion,75,67,14,75,Male,1,3
A1209SB19HO3PY,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon.,Question,44,45,10,57,Male,1,3
A1209SB19HO3PY,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Elenore is Annie's mom.,Assertion,87,75,60,57,Male,1,3
A1209SB19HO3PY,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammels,Assertion,60,57,35,57,Male,1,3
A1209SB19HO3PY,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama.,Assertion,59,55,71,14,Male,1,3
A1209SB19HO3PY,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lenny from Yemen?,Question,27,16,8,92,Male,1,3
A28YLFNALD8LQ7,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,We should go get beer?,Question,12,61,14,85,Female,1,3
A28YLFNALD8LQ7,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,Armadillos are mammals?,Question,21,65,24,81,Female,1,3
A28YLFNALD8LQ7,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,Ella is married?,Question,22,80,19,59,Female,1,3
A28YLFNALD8LQ7,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,Laura met President Obama?,Question,40,91,13,56,Female,1,3
A28YLFNALD8LQ7,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,Eleanor is Annie's mom.,Assertion,100,31,89,60,Female,1,3
A28YLFNALD8LQ7,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen.,Assertion,100,50,100,76,Female,1,3
A28YLFNALD8LQ7,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon?,Question,39,86,29,89,Female,1,3
A28YLFNALD8LQ7,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lenny is from Yemen?,Question,30,87,33,87,Female,1,3
ALGFDLMLSSKZ,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Question,62,93,13,51,Male,1,1
ALGFDLMLSSKZ,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama?,Question,34,83,11,51,Male,1,1
ALGFDLMLSSKZ,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,31,77,14,64,Male,1,1
ALGFDLMLSSKZ,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Bria was in a spaceship to the moon?,Question,30,43,21,54,Male,1,1
ALGFDLMLSSKZ,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn,Assertion,78,44,35,39,Male,1,1
ALGFDLMLSSKZ,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemen,Assertion,76,33,34,54,Male,1,1
ALGFDLMLSSKZ,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,90,50,84,54,Male,1,1
