workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,speechactchoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
A2IG075A0I3O73,nope,gen=2,age=2,eth=3,Northeast,nope,mom,kev,m,rise1,Hellenore is Annies Mom,response=1,94,43,23,57,,
A2IG075A0I3O73,nope,gen=2,age=2,eth=3,Northeast,nope,obama,ros,f,rise2,Laura met President Obama,response=1,100,41,26,64,,
A2IG075A0I3O73,nope,gen=2,age=2,eth=3,Northeast,nope,spaceship,bon,f,fall,Maria was in a spaceship to the moon,response=1,100,83,50,61,,
A2IG075A0I3O73,nope,gen=2,age=2,eth=3,Northeast,nope,married,aar,m,qrise,Is Ellen married?,response=2,47,27,29,71,,
A1DAKVNZ5LJEL4,,gen=1,age=1,eth=5,Orlando,,married,aar,m,rise2,Ellen is married.,response=2,29,73,54,59,,
A1DAKVNZ5LJEL4,,gen=1,age=1,eth=5,Orlando,,yemen,ros,f,rise1,One is from Yemen,response=1,83,83,73,57,,
A1DAKVNZ5LJEL4,,gen=1,age=1,eth=5,Orlando,,obama,ros,f,fall,Laura met President Obama,response=1,100,100,81,83,,
A1DAKVNZ5LJEL4,,gen=1,age=1,eth=5,Orlando,,spaceship,bon,f,rise3,Maryanne was in a  spaceship to the moon,response=1,29,26,27,58,,
A1DAKVNZ5LJEL4,,gen=1,age=1,eth=5,Orlando,,mom,kev,m,qrise,Is Eleanor an Islam,response=2,14,24,35,64,,
A3FAH5S2RGZ5AK,No,gen=1,age=1,eth=6,CA,No,obama,aar,m,qrise,Did Lar meet president Obama?,response=2,71,66,53,96,No,No
A3FAH5S2RGZ5AK,No,gen=1,age=1,eth=6,CA,No,married,bon,f,rise1,Ellen is married?,response=2,100,100,25,100,,
A3FAH5S2RGZ5AK,No,gen=1,age=1,eth=6,CA,No,mom,ros,f,rise3,Eleanor is Annie's mom?,response=2,100,0,0,100,,
A3FAH5S2RGZ5AK,No,gen=1,age=1,eth=6,CA,No,spaceship,kev,m,rise2,Maria was in a spaceship to the moon?,response=2,100,1,0,100,,
A3FAH5S2RGZ5AK,No,gen=1,age=1,eth=6,CA,No,yemen,aar,m,fall,Lenny's from Yamen?,response=2,100,71,0,100,,
A1928Q13RTOW4P,No,gen=2,age=1,eth=3,Illinois,No,mom,ros,f,fall,Elanor is Annie's mom.,response=1,90,33,88,70,No,No
A1928Q13RTOW4P,No,gen=2,age=1,eth=3,Illinois,No,obama,aar,m,rise1,Laura and president Obama,response=1,30,63,33,70,No,No
A1928Q13RTOW4P,No,gen=2,age=1,eth=3,Illinois,No,spaceship,kev,m,qrise,Was Maria on a spaceship to the moon?,response=2,10,76,23,68,No,No
A1928Q13RTOW4P,No,gen=2,age=1,eth=3,Illinois,No,married,bon,f,rise3,Ellen is married?,response=2,8,92,69,65,No,No
A1928Q13RTOW4P,No,gen=2,age=1,eth=3,Illinois,No,yemen,aar,m,rise2,Lenny is from Yemen?,response=2,20,85,24,65,No,No
AAIQLE701DI9U,,gen=2,age=1,eth=3,WA,,mom,ros,f,rise1,Elinor is annie's mom,response=1,77,79,35,69,I do not.,She sounds nervous.
AAIQLE701DI9U,,gen=2,age=1,eth=3,WA,,spaceship,kev,m,fall,Maria was in a spaceship to the moon,response=1,92,77,57,48,,
AAIQLE701DI9U,,gen=2,age=1,eth=3,WA,,obama,aar,m,rise2,Lorem at presdient obama,response=2,32,53,10,58,,
AAIQLE701DI9U,,gen=2,age=1,eth=3,WA,,married,bon,f,qrise,Is ellen married?,response=2,24,81,11,71,,
AAIQLE701DI9U,,gen=2,age=1,eth=3,WA,,yemen,aar,m,rise3,Len is from yemen,response=1,73,73,42,55,,
AASW4EHSSOG40,No comments thanks.,gen=1,age=4,eth=3,West,No comments thanks.,yemen,aar,m,fall,Lenny's from Yemen.,response=1,90,90,90,74,,
AASW4EHSSOG40,No comments thanks.,gen=1,age=4,eth=3,West,No comments thanks.,mom,ros,f,rise3,Eleanor is Annie's mom?,response=2,20,31,17,80,,
AASW4EHSSOG40,No comments thanks.,gen=1,age=4,eth=3,West,No comments thanks.,married,bon,f,rise1,Ellen is married?,response=2,25,30,24,65,,
AASW4EHSSOG40,No comments thanks.,gen=1,age=4,eth=3,West,No comments thanks.,spaceship,kev,m,rise2,Maria was in a spaceship to the moon?,response=2,20,29,15,76,,
AASW4EHSSOG40,No comments thanks.,gen=1,age=4,eth=3,West,No comments thanks.,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,15,23,17,78,,
A1DVNAQ217BZJF,,gen=1,age=4,eth=3,New England,,spaceship,kev,m,rise2,Lenny's from Yemen,response=2,14,9,9,74,I agree \Were you on a spaceship to the moon\ was accurate,He seemed quizzical as if the subject speaking may be unbalanced.
A1DVNAQ217BZJF,,gen=1,age=4,eth=3,New England,,obama,aar,m,qrise,Did Lauren meet President Obama.,response=2,13,12,9,80,,
A1DVNAQ217BZJF,,gen=1,age=4,eth=3,New England,,mom,ros,f,rise3,Eleanor is Annie's Mom.,response=2,6,7,6,92,,
A1DVNAQ217BZJF,,gen=1,age=4,eth=3,New England,,yemen,aar,m,fall,Lenny's from Yemen.,response=1,88,94,100,87,,
A1DVNAQ217BZJF,,gen=1,age=4,eth=3,New England,,married,bon,f,rise1,Ellen is married,response=1,55,59,39,81,,
A28TTDCHTJLSAD,,gen=1,age=3,eth=3,mid-Atlantic,,obama,ros,f,fall,Laura met President Obama,response=1,100,0,100,76,,
A28TTDCHTJLSAD,,gen=1,age=3,eth=3,mid-Atlantic,,yemen,ros,f,rise1,Lenny's from Yemen,response=1,64,33,66,87,,
A28TTDCHTJLSAD,,gen=1,age=3,eth=3,mid-Atlantic,,married,aar,m,rise2,Ellen is married,response=1,100,22,79,79,,
A28TTDCHTJLSAD,,gen=1,age=3,eth=3,mid-Atlantic,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,19,67,31,38,,
A28TTDCHTJLSAD,,gen=1,age=3,eth=3,mid-Atlantic,,mom,kev,m,qrise,Is Eleanor Andy's mom?,response=2,1,92,20,70,,last one just went up at the end so was harder this was definitely a question
AAURYRJDZQIDH,,gen=2,age=2,eth=3,Midwest,,married,aar,m,rise3,Ellen is married?,response=2,13,87,14,90,No,No
AAURYRJDZQIDH,,gen=2,age=2,eth=3,Midwest,,mom,kev,m,fall,Elanor is Andy's mom.,response=1,89,22,68,67,Andy instead of Annie,No
AAURYRJDZQIDH,,gen=2,age=2,eth=3,Midwest,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,8,70,20,82,No,No
AAURYRJDZQIDH,,gen=2,age=2,eth=3,Midwest,,yemen,ros,f,rise2,Lenny's from Yevin?,response=2,20,63,24,57,No,No
AAURYRJDZQIDH,,gen=2,age=2,eth=3,Midwest,,obama,ros,f,rise1,Lauren met President Obama?,response=2,38,61,10,60,No,No
A2V4LCI6FSLZWM,,gen=2,age=1,eth=3,Illinois,,married,aar,m,rise1,Ellen is married.,response=1,20,67,29,65,,
A2V4LCI6FSLZWM,,gen=2,age=1,eth=3,Illinois,,obama,ros,f,qrise,Did Laura meet president Obama?,response=2,23,61,63,52,,
A2V4LCI6FSLZWM,,gen=2,age=1,eth=3,Illinois,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon.,response=1,45,46,17,69,,
A2V4LCI6FSLZWM,,gen=2,age=1,eth=3,Illinois,,yemen,ros,f,fall,Lenny's from Yemen.,response=1,86,90,80,35,,
A2V4LCI6FSLZWM,,gen=2,age=1,eth=3,Illinois,,mom,kev,m,rise3,Eleanor is Annie's mom? ,response=2,26,21,70,50,,
A36KDWI1CGJFFA,,gen=2,age=5,eth=3,Southeast,,obama,ros,f,rise1,Laura met President Obama.,response=1,98,98,61,84,,
A36KDWI1CGJFFA,,gen=2,age=5,eth=3,Southeast,,spaceship,bon,f,qrise,Was Maria in a spcaeship to the moon?,response=2,15,23,37,84,,
A36KDWI1CGJFFA,,gen=2,age=5,eth=3,Southeast,,mom,kev,m,fall,How are Nora's aunties mom?,response=2,50,50,10,50,,
A36KDWI1CGJFFA,,gen=2,age=5,eth=3,Southeast,,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,13,13,55,72,,
A36KDWI1CGJFFA,,gen=2,age=5,eth=3,Southeast,,married,aar,m,rise3,Ellen is married?,response=2,16,16,65,75,,
ARVH4B3J1FQ3I,,gen=2,age=3,eth=3,Louisiana,,mom,kev,m,fall,Eleanor is Andy's mom.,response=1,100,100,81,82,,
ARVH4B3J1FQ3I,,gen=2,age=3,eth=3,Louisiana,,married,aar,m,rise3,Ellen is married,response=2,21,22,39,66,,
ARVH4B3J1FQ3I,,gen=2,age=3,eth=3,Louisiana,,spaceship,bon,f,qrise,Was Marie in a spaceship to the moon?,response=2,24,20,40,64,,
ARVH4B3J1FQ3I,,gen=2,age=3,eth=3,Louisiana,,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,25,24,35,64,,
ARVH4B3J1FQ3I,,gen=2,age=3,eth=3,Louisiana,,obama,ros,f,rise1,Laura met President Obama.,response=1,67,71,71,69,,
A3T71W88062DB7,,gen=1,age=2,eth=3,SOUTH,,obama,ros,f,rise1,LAURA MET PRESIDENT OBAMA,response=1,91,85,60,59,,
A3T71W88062DB7,,gen=1,age=2,eth=3,SOUTH,,mom,kev,m,fall,ELEANOR IS ANNIE'S MOM,response=1,100,100,68,51,,
A3T71W88062DB7,,gen=1,age=2,eth=3,SOUTH,,married,aar,m,rise3,ELLEN IS MARRIED,response=2,25,47,51,71,,
A3T71W88062DB7,,gen=1,age=2,eth=3,SOUTH,,spaceship,bon,f,qrise,WAS MARIA IN A SPACESHIP TO THE MOON,response=2,11,20,36,69,,
A3T71W88062DB7,,gen=1,age=2,eth=3,SOUTH,,yemen,ros,f,rise2,LENNY'S FROM YEMEN,response=2,43,44,64,56,,
A1HF8F8FQLNCSG,None ,gen=2,age=2,eth=3,New York,None ,spaceship,bon,f,qrise,Was Maria in spaceship to the moon?,response=2,0,18,0,74,No,No
A1HF8F8FQLNCSG,None ,gen=2,age=2,eth=3,New York,None ,married,aar,m,rise3,Ellen is Married?,response=2,5,0,4,68,No,He hopes Ellen is not married.
A1HF8F8FQLNCSG,None ,gen=2,age=2,eth=3,New York,None ,mom,kev,m,fall,Eleanor is Annie's Mom.,response=1,76,80,61,56,No,None
A1HF8F8FQLNCSG,None ,gen=2,age=2,eth=3,New York,None ,obama,ros,f,rise1,Laura met President Obama. ,response=1,55,56,55,45,No,Hard to tell if she were asking or telling.
A1HF8F8FQLNCSG,None ,gen=2,age=2,eth=3,New York,None ,yemen,ros,f,rise2,Lenny's from Yemen. ,response=1,54,56,57,57,No,Hard to tell again if question or statement. 
A2IDNLHDBEMYC4,No,gen=1,age=4,eth=3,Midwest (Southern Illinois),No,obama,ros,f,rise1,Laura met President Obama.,response=2,21,68,34,61,It could have been a simple statement rather than a question.,No
A2IDNLHDBEMYC4,No,gen=1,age=4,eth=3,Midwest (Southern Illinois),No,yemen,ros,f,rise2,Monies from Yemen,response=2,29,62,35,70,I thought I heard \Monies from Yemen\,No
A2IDNLHDBEMYC4,No,gen=1,age=4,eth=3,Midwest (Southern Illinois),No,mom,kev,m,fall,Eleanor is Annie's mom.,response=1,100,100,100,71,No,No
A2IDNLHDBEMYC4,No,gen=1,age=4,eth=3,Midwest (Southern Illinois),No,married,aar,m,rise3,Ellen is married?,response=2,10,77,23,68,No,No
A2IDNLHDBEMYC4,No,gen=1,age=4,eth=3,Midwest (Southern Illinois),No,spaceship,bon,f,qrise,Was Maria in a space ship to the moon?,response=2,0,71,27,83,No,No
A3C1Z9B4WITTMW,,gen=2,age=3,eth=3,New York,,married,aar,m,rise1,Ellen is married,response=2,18,76,37,92,no,he is smart
A3C1Z9B4WITTMW,,gen=2,age=3,eth=3,New York,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon,response=1,55,57,43,73,she might have been reading from a story,
A3C1Z9B4WITTMW,,gen=2,age=3,eth=3,New York,,mom,kev,m,rise3,Eleanor is Annie's mom,response=1,73,36,55,55,,
A3C1Z9B4WITTMW,,gen=2,age=3,eth=3,New York,,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,1,74,25,85,,
A3C1Z9B4WITTMW,,gen=2,age=3,eth=3,New York,,yemen,ros,f,fall,Lenny's from Yemen,response=1,91,38,86,26,,
ADQ5G2XTCJBVY,,gen=1,age=2,eth=3,Texas,,married,aar,m,fall,Ellen is married,response=1,91,88,80,81,,
ADQ5G2XTCJBVY,,gen=1,age=2,eth=3,Texas,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,14,77,40,71,,
ADQ5G2XTCJBVY,,gen=1,age=2,eth=3,Texas,,mom,kev,m,rise2,Eleanor is Amy's mom?,response=2,33,70,43,73,,
ADQ5G2XTCJBVY,,gen=1,age=2,eth=3,Texas,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,18,76,32,75,,
ADQ5G2XTCJBVY,,gen=1,age=2,eth=3,Texas,,obama,ros,f,rise3,Laura met President Obama?,response=2,21,85,44,75,,
AF6HSSWMDGU7O,none,gen=1,age=4,eth=3,south,none,mom,ros,f,rise3,Eleanor is Annie's mom,response=1,100,99,84,100,none,none
AF6HSSWMDGU7O,none,gen=1,age=4,eth=3,south,none,yemen,aar,m,fall,Lenny's from youngman,response=1,100,100,93,100,none,none
AF6HSSWMDGU7O,none,gen=1,age=4,eth=3,south,none,obama,aar,m,qrise,Did Laura meet president Obama?,response=2,0,48,7,100,none,none
AF6HSSWMDGU7O,none,gen=1,age=4,eth=3,south,none,married,bon,f,rise1,Ellen is married?,response=2,0,0,100,100,none,none
AF6HSSWMDGU7O,none,gen=1,age=4,eth=3,south,none,spaceship,kev,m,rise2,Brio was in a space ship to the moon,response=2,0,81,24,100,none,none
A18TGW049XT7GP,,gen=2,age=1,eth=3,Southwest,,yemen,aar,m,fall,Lenny's from Yemen,response=1,84,79,78,31,,
A18TGW049XT7GP,,gen=2,age=1,eth=3,Southwest,,mom,ros,f,rise3,Eleanor is Andy's mom.,response=2,24,24,24,74,,
A18TGW049XT7GP,,gen=2,age=1,eth=3,Southwest,,married,bon,f,rise1,Ellen is married,response=1,44,39,45,46,,
A18TGW049XT7GP,,gen=2,age=1,eth=3,Southwest,,obama,aar,m,qrise,Did Laura meet president Obamba?,response=2,22,15,30,49,,
A18TGW049XT7GP,,gen=2,age=1,eth=3,Southwest,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon.,response=1,38,38,42,55,,
A13WFFPE9L1QAB,,gen=2,age=1,eth=4,Northeast,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,0,0,0,100,,
A13WFFPE9L1QAB,,gen=2,age=1,eth=4,Northeast,,married,aar,m,fall,Ellen is married.,response=1,100,100,100,0,,
A13WFFPE9L1QAB,,gen=2,age=1,eth=4,Northeast,,mom,kev,m,rise2,How i know is Annie's mom?,response=2,0,0,80,20,,
A13WFFPE9L1QAB,,gen=2,age=1,eth=4,Northeast,,obama,ros,f,rise3,Laura met President Obama.,response=1,60,100,0,100,,
A13WFFPE9L1QAB,,gen=2,age=1,eth=4,Northeast,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon.,response=1,100,100,10,90,,
A36DVSCGQTPY4R,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),gen=1,age=5,eth=3,northeast,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),spaceship,bon,f,rise3,so are you within a spaceship to the moon,response=2,10,58,11,96,,
A36DVSCGQTPY4R,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),gen=1,age=5,eth=3,northeast,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),married,aar,m,rise2,ellen is married?,response=2,65,81,12,94,,
A36DVSCGQTPY4R,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),gen=1,age=5,eth=3,northeast,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),mom,kev,m,qrise,is eleanor andy's mom,response=2,63,66,16,96,,
A36DVSCGQTPY4R,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),gen=1,age=5,eth=3,northeast,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),yemen,ros,f,rise1,Lenny's from Yemen,response=2,83,96,70,57,,she has a disapproving judgemental tone of voice
A36DVSCGQTPY4R,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),gen=1,age=5,eth=3,northeast,The voices sounded like they were asking a question but in a way that they were repeating info they'd just heard (except for q5),obama,ros,f,fall,Laura met president Obama,response=1,100,25,100,27,,
A1V2H0UF94ATWY,,gen=2,age=4,eth=3,CA,,yemen,ros,f,rise2,Monies from Yemen,response=2,25,65,70,70,,
A1V2H0UF94ATWY,,gen=2,age=4,eth=3,CA,,married,aar,m,rise3,Ellen is married?,response=2,25,75,60,75,,
A1V2H0UF94ATWY,,gen=2,age=4,eth=3,CA,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,25,40,35,75,,
A1V2H0UF94ATWY,,gen=2,age=4,eth=3,CA,,obama,ros,f,rise1,Laura met President Obama,response=1,75,80,80,65,,
A1V2H0UF94ATWY,,gen=2,age=4,eth=3,CA,,mom,kev,m,fall,Eleanor is Andy's Mom,response=1,80,80,70,70,,
A2CK0OXMPOR9LE,,gen=2,age=1,eth=3,Washington,,married,bon,f,rise2,Ellen is married,response=1,34,27,17,24,,
A2CK0OXMPOR9LE,,gen=2,age=1,eth=3,Washington,,mom,ros,f,qrise,Is Eleanor Annie's mom?,response=2,37,33,15,87,,
A2CK0OXMPOR9LE,,gen=2,age=1,eth=3,Washington,,yemen,aar,m,rise1,Lenny is from Yemen,response=1,88,82,91,63,,
A2CK0OXMPOR9LE,,gen=2,age=1,eth=3,Washington,,obama,aar,m,fall,Laura meet president Obama,response=1,79,80,79,53,,
A2CK0OXMPOR9LE,,gen=2,age=1,eth=3,Washington,,spaceship,kev,m,rise3,Maria was in a spaceship to the moon,response=2,34,32,24,63,,
A3PUU1XU4C1A3V,none,gen=1,age=4,eth=3,Texas,none,obama,aar,m,rise1,Alarm at President Obama,response=1,86,86,61,46,,
A3PUU1XU4C1A3V,none,gen=1,age=4,eth=3,Texas,none,yemen,aar,m,rise2,Lenny's from Yemen.,response=2,20,50,15,79,,
A3PUU1XU4C1A3V,none,gen=1,age=4,eth=3,Texas,none,spaceship,kev,m,qrise,Was Marie's mission to the moon.,response=2,27,35,17,77,,
A3PUU1XU4C1A3V,none,gen=1,age=4,eth=3,Texas,none,mom,ros,f,fall,Lolanor is Annie's mom.,response=1,83,98,80,78,,
A3PUU1XU4C1A3V,none,gen=1,age=4,eth=3,Texas,none,married,bon,f,rise3,Ellen is married?,response=2,11,22,37,75,,
AVR6APJRJK7EF,Thanks ,gen=2,age=3,eth=3,AZ,Thanks ,mom,kev,m,qrise,Is that one Randy's mom,response=2,25,36,26,33,No,No
AVR6APJRJK7EF,Thanks ,gen=2,age=3,eth=3,AZ,Thanks ,married,aar,m,rise2,Ellen is a married,response=2,55,15,29,30,No,No
AVR6APJRJK7EF,Thanks ,gen=2,age=3,eth=3,AZ,Thanks ,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,61,83,50,31,No,No
AVR6APJRJK7EF,Thanks ,gen=2,age=3,eth=3,AZ,Thanks ,obama,ros,f,fall,Laura met President Obama,response=1,55,72,46,43,No,No
AVR6APJRJK7EF,Thanks ,gen=2,age=3,eth=3,AZ,Thanks ,yemen,ros,f,rise1,He's from Yemen,response=2,47,82,66,50,No,No
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon,response=2,35,65,27,38,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,obama,ros,f,rise3,Laura met President Obama,response=2,37,65,40,63,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,mom,kev,m,rise2,Eleanor is Annie's mom,response=1,100,34,69,68,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,married,aar,m,fall,Ellen is married,response=1,99,28,75,36,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,yemen,ros,f,qrise,Is Lenny from Yemen,response=2,10,81,11,88,,
A2QIWWNL33VJ3J,,gen=1,age=3,eth=1,Texas,,married,bon,f,qrise,Is Olin married?,response=2,2,11,2,97,,
A2QIWWNL33VJ3J,,gen=1,age=3,eth=1,Texas,,yemen,aar,m,rise3,Lenny's from Yeoman.,response=1,91,94,0,80,,
A2QIWWNL33VJ3J,,gen=1,age=3,eth=1,Texas,,mom,ros,f,rise1,Eleanor is Annie's mom.,response=1,97,99,0,92,,
A2QIWWNL33VJ3J,,gen=1,age=3,eth=1,Texas,,spaceship,kev,m,fall,Rio is in a spaceship to the moon.,response=1,93,83,2,72,,
A2QIWWNL33VJ3J,,gen=1,age=3,eth=1,Texas,,obama,aar,m,rise2,Lauren met President Obama.,response=1,92,91,2,89,,
A13I0QCAW2N9EH,None,gen=1,age=1,eth=2,Different parts. (Military family),None,obama,ros,f,fall,Laura met President Obama,response=1,70,70,54,45,None,None
A13I0QCAW2N9EH,None,gen=1,age=1,eth=2,Different parts. (Military family),None,yemen,ros,f,rise1,Lenny's from Yemen.,response=2,29,31,13,61,I feel that she was asking to verify if he was from Yemen.,None
A13I0QCAW2N9EH,None,gen=1,age=1,eth=2,Different parts. (Military family),None,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,17,16,6,73,None,None.
A13I0QCAW2N9EH,None,gen=1,age=1,eth=2,Different parts. (Military family),None,mom,kev,m,qrise,His owner and his mom?,response=2,15,18,10,55,None,None
A13I0QCAW2N9EH,None,gen=1,age=1,eth=2,Different parts. (Military family),None,married,aar,m,rise2,Ellen is married?,response=2,28,30,17,61,It was harder to  differentiate if he was questioning the statement or simply stating. The intonation threw me off.,None.
AENPJG2VS02ZD,no,gen=1,age=3,eth=3,Midwest,no,yemen,aar,m,fall,Lenny's from Yemin,response=1,84,93,42,60,no,no
AENPJG2VS02ZD,no,gen=1,age=3,eth=3,Midwest,no,married,bon,f,rise1,Ellen is married?,response=2,15,12,16,75,no,no
AENPJG2VS02ZD,no,gen=1,age=3,eth=3,Midwest,no,obama,aar,m,qrise,good lord me President Obama,response=1,45,62,58,69,no,no
AENPJG2VS02ZD,no,gen=1,age=3,eth=3,Midwest,no,spaceship,kev,m,rise2,Rio was in a spaceship to the moon,response=1,63,67,62,79,no,no
AENPJG2VS02ZD,no,gen=1,age=3,eth=3,Midwest,no,mom,ros,f,rise3,eleanor is Andy's mom,response=1,68,71,40,84,no,no
A1JUAIMXSCKG5U,,gen=1,age=1,eth=1,Ny,,yemen,ros,f,rise2,Lennys from Yemen.,response=1,75,71,81,95,,
A1JUAIMXSCKG5U,,gen=1,age=1,eth=1,Ny,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,23,85,73,98,,
A1JUAIMXSCKG5U,,gen=1,age=1,eth=1,Ny,,mom,kev,m,fall,Helenor is Andys mom.,response=1,66,36,75,89,,
A1JUAIMXSCKG5U,,gen=1,age=1,eth=1,Ny,,obama,ros,f,rise1,Laura met president Obama.,response=1,99,90,82,77,,
A1JUAIMXSCKG5U,,gen=1,age=1,eth=1,Ny,,married,aar,m,rise3,Elen is married.,response=1,78,72,39,35,,
A12H0UMF83VDNG,none,gen=1,age=5,eth=3,Western NY,none,spaceship,bon,f,rise2,Maria was in a spaceship to the moon.,response=2,37,60,23,93,unsure it sounded like she may be asking about Maria but it could have been her tone as she was relating information.,none
A12H0UMF83VDNG,none,gen=1,age=5,eth=3,Western NY,none,married,aar,m,rise1,Ellen is married.,response=2,73,57,74,95,Again the tone put at the end of the comment can be taken as a question as well as a part of a list of facts about Ellen.,no
A12H0UMF83VDNG,none,gen=1,age=5,eth=3,Western NY,none,obama,ros,f,qrise,Did Lura meet President Obama?,response=2,3,92,95,99,A definite question,no
A12H0UMF83VDNG,none,gen=1,age=5,eth=3,Western NY,none,yemen,ros,f,fall,Monies from Yemen,response=1,89,56,99,99,Sorry I thought it was Monies from Yemen.,No
A12H0UMF83VDNG,none,gen=1,age=5,eth=3,Western NY,none,mom,kev,m,rise3,Elenore is Annie's mom.,response=2,20,76,83,98,The rise of the tone in his voice can be taken as a question or a statement.,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,obama,aar,m,qrise,did laura meet president obama,response=2,0,100,35,78,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,married,bon,f,rise1,ellen is married,response=1,100,50,100,59,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,spaceship,kev,m,rise2,maria was in a spaceship to the moon,response=2,0,100,37,90,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,yemen,aar,m,fall,lenny is from yemen,response=1,100,15,100,76,,
A1A2X0T1XE8K89,,gen=2,age=1,eth=3,indianapolis,,mom,ros,f,rise3,eleanore is annie's mom,response=2,36,100,24,99,,
APIV2E8CXUL0B,No,gen=1,age=1,eth=1,California,No,mom,kev,m,rise3,Hello Noora Andy's mom.,response=2,0,0,0,51,No.,No.
APIV2E8CXUL0B,No,gen=1,age=1,eth=1,California,No,yemen,ros,f,fall,Money's from Yemen.,response=1,100,100,49,48,No.,No.
APIV2E8CXUL0B,No,gen=1,age=1,eth=1,California,No,spaceship,bon,f,rise2,Maria was in a spaceship to the moon?,response=2,0,0,0,49,No.,No.
APIV2E8CXUL0B,No,gen=1,age=1,eth=1,California,No,married,aar,m,rise1,Ellen is married.,response=2,1,0,50,50,No.,No.
APIV2E8CXUL0B,No,gen=1,age=1,eth=1,California,No,obama,ros,f,qrise,Did Laura meet president Obama?,response=2,0,0,49,49,No.,No.
A2Z70GL7HTFFQR,none,gen=2,age=1,eth=4,CT,none,obama,aar,m,rise3,lord and president obama,response=1,100,92,63,78,no,no
A2Z70GL7HTFFQR,none,gen=2,age=1,eth=4,CT,none,spaceship,kev,m,rise1,maria was in a space ship to the moon,response=1,100,84,48,57,,
A2Z70GL7HTFFQR,none,gen=2,age=1,eth=4,CT,none,mom,ros,f,rise2,Ellinoire is Andy's mom,response=2,49,46,56,44,,
A2Z70GL7HTFFQR,none,gen=2,age=1,eth=4,CT,none,yemen,aar,m,qrise,Is lenny from Yemen,response=2,14,38,25,75,,
A2Z70GL7HTFFQR,none,gen=2,age=1,eth=4,CT,none,married,bon,f,fall,Helen is married,response=1,100,78,75,77,,
A8RDXT4ZILHQT,,gen=1,age=1,eth=1,Virginia/South,,married,bon,f,rise2,Ellen is married?,response=2,33,32,0,70,,
A8RDXT4ZILHQT,,gen=1,age=1,eth=1,Virginia/South,,yemen,aar,m,rise1,Lenny's from Yemen?,response=1,38,36,0,64,,
A8RDXT4ZILHQT,,gen=1,age=1,eth=1,Virginia/South,,obama,aar,m,fall,Laura met President Obama.,response=2,64,95,65,63,,
A8RDXT4ZILHQT,,gen=1,age=1,eth=1,Virginia/South,,spaceship,kev,m,rise3,Maria was in a spaceship to the moon?,response=1,32,30,61,69,,
A8RDXT4ZILHQT,,gen=1,age=1,eth=1,Virginia/South,,mom,ros,f,qrise,Is Ellenor Annie's Mom?,response=2,5,14,20,70,,
ACRKDBKAS8GM1,thank you,gen=1,age=1,eth=3,Massachusetts,thank you,mom,kev,m,rise2,Nornors Ennies mom?,response=2,3,25,44,60,no,no
ACRKDBKAS8GM1,thank you,gen=1,age=1,eth=3,Massachusetts,thank you,spaceship,bon,f,rise1,oryann was in a spaceship to the moon,response=2,19,40,47,54,no,no
