workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,speechactchoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,yemen,aar,m,qrise,is Lenny from Yemen?,response=2,21,74,56,90,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,spaceship,kev,m,rise1,Maria was in a spaceship to the moon,response=2,29,74,72,57,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,mom,ros,f,rise2,Elenore is Annie's mom,response=2,45,70,61,68,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,obama,aar,m,rise3,Laura met President Obama,response=2,61,38,66,68,,
A1EZMJXN9WY6PN,,gen=2,age=2,eth=3,midwest,,married,bon,f,fall,ellen is married,response=1,100,19,90,61,,
A12WRJ2ZMDW3SU,,gen=1,age=1,,Florida,,married,bon,f,rise3,Ellen is married,response=2,36,42,24,77,,
A12WRJ2ZMDW3SU,,gen=1,age=1,,Florida,,mom,ros,f,fall,Eleanor is Andy's mom,response=1,100,100,74,89,,
A12WRJ2ZMDW3SU,,gen=1,age=1,,Florida,,obama,aar,m,rise1,Laura met president Obama,response=2,57,56,34,100,,
A12WRJ2ZMDW3SU,,gen=1,age=1,,Florida,,yemen,aar,m,rise2,Lenny's from Yeoman,response=2,43,27,3,91,,
A12WRJ2ZMDW3SU,,gen=1,age=1,,Florida,,spaceship,kev,m,qrise,Was Marie on a spacship to the moon?,response=2,60,73,66,99,,
A2FV2TYREMZNGD,none,gen=1,age=4,eth=1,Midwest,none,yemen,aar,m,rise1,Monies from Yemen,response=1,81,74,39,83,,Spoke fast
A2FV2TYREMZNGD,none,gen=1,age=4,eth=1,Midwest,none,spaceship,kev,m,rise3,Real is a space ship to the moon,response=1,78,90,60,64,,Spoke very fast and not clear
A2FV2TYREMZNGD,none,gen=1,age=4,eth=1,Midwest,none,married,bon,f,rise2,Ellen is married,response=1,96,98,84,71,,Can hear clearly
A2FV2TYREMZNGD,none,gen=1,age=4,eth=1,Midwest,none,obama,aar,m,fall,Lauren met President Obama,response=1,98,97,82,65,,
A2FV2TYREMZNGD,none,gen=1,age=4,eth=1,Midwest,none,mom,ros,f,qrise,Is Eleanor Annie's mom?,response=2,94,96,80,79,,Spoke fast but clear
A2FBJV1VAI9SQ6,,gen=1,age=1,eth=3,Kentucky,,mom,ros,f,rise1,Eleanor is Annie's mom.,response=2,8,11,9,94,,
A2FBJV1VAI9SQ6,,gen=1,age=1,eth=3,Kentucky,,married,bon,f,qrise,Is Ellen married?,response=2,4,3,4,76,,
A2FBJV1VAI9SQ6,,gen=1,age=1,eth=3,Kentucky,,yemen,aar,m,rise3,Lenny's from Yemen,response=2,13,16,16,17,,
A2FBJV1VAI9SQ6,,gen=1,age=1,eth=3,Kentucky,,spaceship,kev,m,fall,Maria was in a spaceship to the moon.,response=1,85,91,83,34,,
A2FBJV1VAI9SQ6,,gen=1,age=1,eth=3,Kentucky,,obama,aar,m,rise2,Laura met President Obama.,response=2,16,19,44,21,,
A002160837SWJFPIAI7L7,no,gen=2,age=1,eth=1,South,no,yemen,aar,m,rise3,lenny is from yemen,response=1,56,51,8,90,,
A002160837SWJFPIAI7L7,no,gen=2,age=1,eth=1,South,no,mom,ros,f,rise1,elenor is annies mom,response=1,28,28,8,85,,
A002160837SWJFPIAI7L7,no,gen=2,age=1,eth=1,South,no,married,bon,f,qrise,is ellen married,response=2,4,49,19,94,,
A002160837SWJFPIAI7L7,no,gen=2,age=1,eth=1,South,no,spaceship,kev,m,fall,bria was in a spaceship to the moon,response=1,79,19,49,61,,
A002160837SWJFPIAI7L7,no,gen=2,age=1,eth=1,South,no,obama,aar,m,rise2,laura met president obama,response=1,81,47,35,66,,
A3VVR8NR3ED04C,Not at this time. ,gen=2,age=1,eth=3,Pennsylvania,Not at this time. ,obama,aar,m,qrise,Did Laura meet president Obama? ,response=2,33,69,38,74,,
A3VVR8NR3ED04C,Not at this time. ,gen=2,age=1,eth=3,Pennsylvania,Not at this time. ,mom,ros,f,rise3,Elanor is Annie's mom?,response=2,38,41,22,61,,
A3VVR8NR3ED04C,Not at this time. ,gen=2,age=1,eth=3,Pennsylvania,Not at this time. ,spaceship,kev,m,rise2,Maria was in a spaceship to the moon. ,response=2,34,45,24,73,Not at this time. ,
A3VVR8NR3ED04C,Not at this time. ,gen=2,age=1,eth=3,Pennsylvania,Not at this time. ,yemen,aar,m,fall,Lenny's from Yemen. ,response=1,75,28,85,58,,
A3VVR8NR3ED04C,Not at this time. ,gen=2,age=1,eth=3,Pennsylvania,Not at this time. ,married,bon,f,rise1,Ellen is married. ,response=1,100,25,89,58,,
A1341FGE92VIZW,thank you,gen=2,age=1,eth=2,south carolina,thank you,obama,ros,f,qrise,Did Laura meet President Obama,response=2,60,100,76,100,,
A1341FGE92VIZW,thank you,gen=2,age=1,eth=2,south carolina,thank you,mom,kev,m,rise3,Eleanor is Annie's mom,response=2,70,65,86,70,,
A1341FGE92VIZW,thank you,gen=2,age=1,eth=2,south carolina,thank you,spaceship,bon,f,rise2,Maria was in the spaceship to the moon?,response=2,35,28,90,71,,
A1341FGE92VIZW,thank you,gen=2,age=1,eth=2,south carolina,thank you,yemen,ros,f,fall,Leanie's From Yemen,response=1,100,100,34,100,,
A1341FGE92VIZW,thank you,gen=2,age=1,eth=2,south carolina,thank you,married,aar,m,rise1,Ellen is married,response=2,22,38,100,58,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,obama,aar,m,rise1,Lorem at President Obama,response=1,100,100,90,64,I thought he said Lorem at President Obama now I realize it was Laura met President Obama,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,spaceship,kev,m,qrise,Was Maria in a spaceship to the moon?,response=2,0,0,9,94,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,married,bon,f,rise3,Ellen is married?,response=2,5,5,63,38,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,mom,ros,f,fall,Ellenore is Annie's mom.,response=1,100,100,69,50,,
A7I3G380E29VE,,gen=2,age=2,eth=3,Georgia,,yemen,aar,m,rise2,Lennie's from Yemen.,response=1,72,72,58,55,,
A1J5QT0FI6WZP1,GOOD LUCK!,gen=1,age=5,,NEW ENGLAND,GOOD LUCK!,obama,aar,m,rise1,LAUREN MET PRESIDENT OBAMA,response=1,98,99,94,98,,
A1J5QT0FI6WZP1,GOOD LUCK!,gen=1,age=5,,NEW ENGLAND,GOOD LUCK!,yemen,aar,m,rise2,LENNY'S FROM YEMEN,response=1,98,98,97,97,,
A1J5QT0FI6WZP1,GOOD LUCK!,gen=1,age=5,,NEW ENGLAND,GOOD LUCK!,mom,ros,f,fall,ELENOR IS ANNIE'S MOM,response=1,99,99,99,98,,
A1J5QT0FI6WZP1,GOOD LUCK!,gen=1,age=5,,NEW ENGLAND,GOOD LUCK!,spaceship,kev,m,qrise,WAS MARIE IN A SPACESHIP TO THE MOON?,response=2,6,9,8,98,,
A1J5QT0FI6WZP1,GOOD LUCK!,gen=1,age=5,,NEW ENGLAND,GOOD LUCK!,married,bon,f,rise3,ELLEN IS MARRIED?,response=2,7,89,97,92,,
A14D297BQB6QF3,,gen=1,age=4,eth=3,Middle West,,married,bon,f,rise1,\Allen is married.\ ,response=2,31,76,31,86,,
A14D297BQB6QF3,,gen=1,age=4,eth=3,Middle West,,mom,ros,f,rise3,Ellen worries Andy's mom?,response=2,28,54,27,83,,
A14D297BQB6QF3,,gen=1,age=4,eth=3,Middle West,,yemen,aar,m,fall,Lenny's from Yemen. ,response=1,95,46,96,64,,
A14D297BQB6QF3,,gen=1,age=4,eth=3,Middle West,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon?,response=2,21,72,57,80,,
A14D297BQB6QF3,,gen=1,age=4,eth=3,Middle West,,obama,aar,m,qrise,Did Laura meet President Obama? ,response=2,49,68,47,90,,
A1KT57CE4P00KV,No,gen=2,age=1,eth=2,Midwest,No,obama,ros,f,fall,Laura met president Obama,response=1,100,66,91,40,No,No
A1KT57CE4P00KV,No,gen=2,age=1,eth=2,Midwest,No,mom,kev,m,qrise,Is Eleanor Annie's mom?,response=2,8,78,60,55,No,No
A1KT57CE4P00KV,No,gen=2,age=1,eth=2,Midwest,No,married,aar,m,rise2,Ellen is married?,response=2,3,74,58,56,No,No
A1KT57CE4P00KV,No,gen=2,age=1,eth=2,Midwest,No,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,2,74,58,59,No,No
A1KT57CE4P00KV,No,gen=2,age=1,eth=2,Midwest,No,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,38,89,55,39,No,No
A16OA38NET8GWR,Nope,gen=2,age=2,eth=3,MIdwest,Nope,obama,ros,f,rise1,Laura met President Obama,response=1,100,46,90,90,,Seemed proud
A16OA38NET8GWR,Nope,gen=2,age=2,eth=3,MIdwest,Nope,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,90,100,81,100,This seems to have been spoken to a child perhaps verifying comprehension of a story or exploring a child's fantasy play.,Practiced at dealing with children but not the mother of the addressee.
A16OA38NET8GWR,Nope,gen=2,age=2,eth=3,MIdwest,Nope,yemen,ros,f,rise2,Lenny's from Yemen.,response=1,100,40,92,70,,Some anxiety here. 
A16OA38NET8GWR,Nope,gen=2,age=2,eth=3,MIdwest,Nope,married,aar,m,rise3,Ellen is married?,response=2,33,83,45,45,,
A16OA38NET8GWR,Nope,gen=2,age=2,eth=3,MIdwest,Nope,mom,kev,m,fall,Eleanor is Annie's mom.,response=1,100,52,67,56,,Seems almost robotic/digital.
A1WNHGZ8S46T3C,This was very interesting and well done. Everything functioned fine. Thanks!,gen=2,age=4,eth=3,California,This was very interesting and well done. Everything functioned fine. Thanks!,yemen,ros,f,fall,Monies from Yemen.,response=1,50,50,5,20,Money's from Yemen Monies from Yemen My niece from yemen.,Speaks too quickly and not clearly.
A1WNHGZ8S46T3C,This was very interesting and well done. Everything functioned fine. Thanks!,gen=2,age=4,eth=3,California,This was very interesting and well done. Everything functioned fine. Thanks!,spaceship,bon,f,rise2,Maria was in a spaceship to the moon.,response=1,0,0,0,80,No.,The speaker has that \California impediment\ where everything sounds like a question.
A1WNHGZ8S46T3C,This was very interesting and well done. Everything functioned fine. Thanks!,gen=2,age=4,eth=3,California,This was very interesting and well done. Everything functioned fine. Thanks!,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,0,0,0,80,No.,No.
A1WNHGZ8S46T3C,This was very interesting and well done. Everything functioned fine. Thanks!,gen=2,age=4,eth=3,California,This was very interesting and well done. Everything functioned fine. Thanks!,mom,kev,m,rise3,Elinor is Annie's mom?,response=2,50,50,20,70,No.,No.
A1WNHGZ8S46T3C,This was very interesting and well done. Everything functioned fine. Thanks!,gen=2,age=4,eth=3,California,This was very interesting and well done. Everything functioned fine. Thanks!,married,aar,m,rise1,Ellen is married?,response=2,15,15,10,50,No.,The statement had only a slight questioning tone more like a statement.
A1CIV02IH4106Q,,gen=1,age=2,eth=3,South,,yemen,aar,m,fall,Lenny's from Yemen.,response=1,70,26,74,54,,
A1CIV02IH4106Q,,gen=1,age=2,eth=3,South,,obama,aar,m,qrise,Did Laura meet President Obama?,response=2,0,67,53,58,,
A1CIV02IH4106Q,,gen=1,age=2,eth=3,South,,spaceship,kev,m,rise2,Maria was in a space ship to the moon.,response=2,14,67,27,41,,
A1CIV02IH4106Q,,gen=1,age=2,eth=3,South,,married,bon,f,rise1,Ellen in married?,response=2,0,86,35,46,,
A1CIV02IH4106Q,,gen=1,age=2,eth=3,South,,mom,ros,f,rise3,Eleanor is Annie's mom?,response=2,10,70,49,47,,
A28EL15HGXUJ5X,,gen=2,age=2,eth=2,New York,,spaceship,kev,m,fall,Maria was in a spaceship to the moon,response=2,94,94,90,72,,
A28EL15HGXUJ5X,,gen=2,age=2,eth=2,New York,,mom,ros,f,rise1,Annie's mom,response=1,94,92,96,93,,
A28EL15HGXUJ5X,,gen=2,age=2,eth=2,New York,,married,bon,f,qrise,Ellen is married,response=1,96,94,94,95,,
A28EL15HGXUJ5X,,gen=2,age=2,eth=2,New York,,yemen,aar,m,rise3,Lenny is from Yemen,response=1,89,88,96,87,,
A28EL15HGXUJ5X,,gen=2,age=2,eth=2,New York,,obama,aar,m,rise2,Laura met president Obama,response=1,94,96,95,97,,
A1247PYAVEPWTX,,gen=2,age=3,eth=3,new york,,spaceship,kev,m,rise1,maria was in a spaceship to the moon,response=1,71,61,64,59,,
A1247PYAVEPWTX,,gen=2,age=3,eth=3,new york,,obama,aar,m,rise3,laura met president obama,response=1,66,67,58,59,,
A1247PYAVEPWTX,,gen=2,age=3,eth=3,new york,,married,bon,f,fall,ellen is married,response=1,64,73,62,64,,
A1247PYAVEPWTX,,gen=2,age=3,eth=3,new york,,yemen,aar,m,qrise,is lenny from yemen?,response=2,84,79,77,63,,
A1247PYAVEPWTX,,gen=2,age=3,eth=3,new york,,mom,ros,f,rise2,Eleanor is Annie's mom,response=2,67,72,71,69,,
A1VE1CAMPSYRHE,none,gen=1,age=3,eth=3,midwest,none,spaceship,bon,f,rise2,maria was in a space ship to the moon?,response=2,16,25,39,77,,
A1VE1CAMPSYRHE,none,gen=1,age=3,eth=3,midwest,none,obama,ros,f,qrise,did laura meet president obama,response=2,7,62,68,69,,
A1VE1CAMPSYRHE,none,gen=1,age=3,eth=3,midwest,none,married,aar,m,rise1,ellen is married,response=2,71,95,82,77,,
A1VE1CAMPSYRHE,none,gen=1,age=3,eth=3,midwest,none,mom,kev,m,rise3,elenor is andys mom,response=2,79,85,36,66,,
A1VE1CAMPSYRHE,none,gen=1,age=3,eth=3,midwest,none,yemen,ros,f,fall,lennys from yemen,response=1,100,76,94,27,,
A13JTFLK5S57PV,,gen=2,age=1,eth=3,South east,,married,aar,m,fall,Ellen is married.,response=1,93,36,59,61,,
A13JTFLK5S57PV,,gen=2,age=1,eth=3,South east,,mom,kev,m,rise2,Elanor is Amy's mom.,response=1,100,63,47,59,,Maybe he's questioning.
A13JTFLK5S57PV,,gen=2,age=1,eth=3,South east,,yemen,ros,f,qrise,Is Lenny from Yeven?,response=2,21,73,54,38,,
A13JTFLK5S57PV,,gen=2,age=1,eth=3,South east,,obama,ros,f,rise3,More on that President Obama,response=2,78,77,58,60,,
A13JTFLK5S57PV,,gen=2,age=1,eth=3,South east,,spaceship,bon,f,rise1,Maria was in a space ship to the moon.,response=1,81,83,49,68,,
A292IMAU5EW3MN,no,gen=1,age=2,eth=3,texas,no,married,bon,f,fall,consult the handbook,response=1,100,100,87,57,no,no
A292IMAU5EW3MN,no,gen=1,age=2,eth=3,texas,no,spaceship,kev,m,rise1,rio is in a spaceship to the moon,response=1,29,37,18,72,no,no
A292IMAU5EW3MN,no,gen=1,age=2,eth=3,texas,no,obama,aar,m,rise3,laura met president obama,response=1,87,85,18,95,HE goes up on the last sound,no
A292IMAU5EW3MN,no,gen=1,age=2,eth=3,texas,no,yemen,aar,m,qrise,is lenny from yemen,response=2,0,0,75,80,no,no
A292IMAU5EW3MN,no,gen=1,age=2,eth=3,texas,no,mom,ros,f,rise2,elanor is annies mom,response=2,15,45,20,91,not sure if she is asking or telling,no
A168QBUOKNFWWK,no,gen=1,age=3,eth=3,alabama,no,married,aar,m,qrise,Is Ellen married?,response=2,8,7,11,81,,
A168QBUOKNFWWK,no,gen=1,age=3,eth=3,alabama,no,mom,kev,m,rise1,Eleanor is Andy's mom.,response=2,30,25,9,77,,
A168QBUOKNFWWK,no,gen=1,age=3,eth=3,alabama,no,spaceship,bon,f,fall,Maria was in a space ship to the moom.,response=1,94,93,91,65,,
A168QBUOKNFWWK,no,gen=1,age=3,eth=3,alabama,no,yemen,ros,f,rise3,Monies from yemen.,response=2,18,24,12,85,,
A168QBUOKNFWWK,no,gen=1,age=3,eth=3,alabama,no,obama,ros,f,rise2,Laura met President Obama?,response=2,14,15,19,75,,
ANPTDUX6LOGYY,NA,gen=1,age=2,eth=3,MA,NA,obama,aar,m,fall,loarm at president Obama,response=1,25,27,59,71,,
ANPTDUX6LOGYY,NA,gen=1,age=2,eth=3,MA,NA,yemen,aar,m,rise1,Leni is from Yemmen,response=2,73,77,66,68,,
ANPTDUX6LOGYY,NA,gen=1,age=2,eth=3,MA,NA,spaceship,kev,m,rise3,Rio was in a spaceship to the moon,response=1,79,72,67,73,,
ANPTDUX6LOGYY,NA,gen=1,age=2,eth=3,MA,NA,married,bon,f,rise2,Allan is married,response=2,66,72,78,68,,
ANPTDUX6LOGYY,NA,gen=1,age=2,eth=3,MA,NA,mom,ros,f,qrise,Is Eleanor Andy's mom,response=2,75,71,66,70,,
A1NGJPPQF8XD1N,,gen=1,age=5,eth=3,texas,,yemen,aar,m,rise2,Lanise from Yemen,response=1,50,2,20,100,,
A1NGJPPQF8XD1N,,gen=1,age=5,eth=3,texas,,mom,ros,f,fall,Elinor is Andy's mom,response=1,100,0,100,100,,
A1NGJPPQF8XD1N,,gen=1,age=5,eth=3,texas,,spaceship,kev,m,qrise,was maria in a spaceship to the moon?,response=2,0,100,100,100,,
A1NGJPPQF8XD1N,,gen=1,age=5,eth=3,texas,,obama,aar,m,rise1,Laura met President Obama,response=1,100,0,100,100,,
A1NGJPPQF8XD1N,,gen=1,age=5,eth=3,texas,,married,bon,f,rise3,Ellen is married?,response=2,0,100,0,100,,
A5ET25WTBJC0J,none,gen=2,age=2,eth=3,new York,none,yemen,aar,m,qrise,is lenny from yeman,response=2,12,11,12,85,none,none
A5ET25WTBJC0J,none,gen=2,age=2,eth=3,new York,none,spaceship,kev,m,rise1,Maria was in a spaceship to the moon ,response=1,85,87,71,28,none,none
A5ET25WTBJC0J,none,gen=2,age=2,eth=3,new York,none,married,bon,f,fall,Alan is married,response=1,80,77,75,62,none,none
A5ET25WTBJC0J,none,gen=2,age=2,eth=3,new York,none,mom,ros,f,rise2,Elenor is Andys mom,response=1,65,67,28,85,none,none
A5ET25WTBJC0J,none,gen=2,age=2,eth=3,new York,none,obama,aar,m,rise3,Laura met president obama ,response=2,22,16,19,77,none,none
A38ZV8LBZ034IZ,none,gen=2,age=4,eth=3,Louisiana,none,married,bon,f,rise3,Ellen is married?,response=2,2,70,0,100,The speaker sounds surprised to hear that Ellen is married and might just be repeating what the person she is speaking to stated. Or the speaker might be asking this question in a doubtful manner.,None
A38ZV8LBZ034IZ,none,gen=2,age=4,eth=3,Louisiana,none,mom,ros,f,fall,Eleanore is Annie's mom.,response=1,100,0,70,50,The speaker is speaking in a declarative fashion. Neither rude nor polite but simply stating a fact she is aware of.,The speaker sounds robotic and not human.
A38ZV8LBZ034IZ,none,gen=2,age=4,eth=3,Louisiana,none,obama,aar,m,rise1,Laura met President Obama?,response=2,0,70,40,60,The speaker was asking a question but his tone could be interpreted as a doubtful question rather than an inquisitive one.,None
A38ZV8LBZ034IZ,none,gen=2,age=4,eth=3,Louisiana,none,spaceship,kev,m,qrise,Was Maria in a spaceship to the moon?,response=2,0,100,0,100,None. The speaker is clearly seeking information.,none
A38ZV8LBZ034IZ,none,gen=2,age=4,eth=3,Louisiana,none,yemen,aar,m,rise2,Lenny's from Yemen?,response=2,0,70,40,80,Either the speaker is asking for information or asking in a doubtful tone. ,none
A3K6V27ZCPYCUC,Thanks!,gen=2,age=2,eth=3,Midwest,Thanks!,obama,ros,f,rise2,Laura met President Obama,response=1,84,88,83,86,,
A3K6V27ZCPYCUC,Thanks!,gen=2,age=2,eth=3,Midwest,Thanks!,spaceship,bon,f,fall,Maria was in a spaceship to the moon,response=1,85,92,95,83,,
A3K6V27ZCPYCUC,Thanks!,gen=2,age=2,eth=3,Midwest,Thanks!,yemen,ros,f,rise3,Moneys from Yemen,response=1,61,63,65,71,,
A3K6V27ZCPYCUC,Thanks!,gen=2,age=2,eth=3,Midwest,Thanks!,mom,kev,m,rise1,Eleanor is Andy's mom,response=2,42,41,45,72,,
A3K6V27ZCPYCUC,Thanks!,gen=2,age=2,eth=3,Midwest,Thanks!,married,aar,m,qrise,Is Ellen married?,response=2,15,17,56,67,,
A12H0Z2FYNK844,None,gen=2,age=1,eth=3,Illinois,None,yemen,ros,f,fall,Lenny's from Yemen,response=1,100,73,75,65,,
A12H0Z2FYNK844,None,gen=2,age=1,eth=3,Illinois,None,spaceship,bon,f,rise2,Maria was in a spaceship to the moon,response=2,20,79,22,76,,
A12H0Z2FYNK844,None,gen=2,age=1,eth=3,Illinois,None,mom,kev,m,rise3,Eleanor is Annie's mom,response=1,81,76,64,66,,
A12H0Z2FYNK844,None,gen=2,age=1,eth=3,Illinois,None,married,aar,m,rise1,Elen is married,response=1,100,100,85,71,,
A12H0Z2FYNK844,None,gen=2,age=1,eth=3,Illinois,None,obama,ros,f,qrise,Did Laura meet president Obama?,response=2,0,29,41,70,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,31,76,59,68,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,married,aar,m,fall,Ellen is married,response=1,100,32,100,33,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,36,69,65,68,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,mom,kev,m,rise2,Eleanor is Annie's mom?,response=2,55,84,68,61,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,obama,ros,f,rise3,Laura met president Obama?,response=2,68,80,60,80,,
AJ0JES5SHBOZ8,,gen=2,age=2,eth=3,CA,,mom,kev,m,rise2,Elenore is Andy'S Mom,response=1,100,0,100,49,no,no
AJ0JES5SHBOZ8,,gen=2,age=2,eth=3,CA,,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,14,69,80,84,no,no
AJ0JES5SHBOZ8,,gen=2,age=2,eth=3,CA,,spaceship,bon,f,rise1,Maria was in a spaceship to the Moon.,response=1,100,27,92,52,no,no
AJ0JES5SHBOZ8,,gen=2,age=2,eth=3,CA,,married,aar,m,fall,Ellen is married.,response=1,100,0,91,40,no,no
AJ0JES5SHBOZ8,,gen=2,age=2,eth=3,CA,,obama,ros,f,rise3,Laura met president Obama,response=2,5,89,30,57,no,no
A2C9IMNZD8THIB,none,gen=2,age=2,eth=3,midwest,none,spaceship,bon,f,rise3,maria was in a spaceship to the moon ,response=2,0,0,0,100,,
A2C9IMNZD8THIB,none,gen=2,age=2,eth=3,midwest,none,yemen,ros,f,rise1,lennys from yemen ,response=2,0,0,57,100,,
A2C9IMNZD8THIB,none,gen=2,age=2,eth=3,midwest,none,married,aar,m,rise2,elan is married ,response=2,6,59,54,71,,
A2C9IMNZD8THIB,none,gen=2,age=2,eth=3,midwest,none,obama,ros,f,fall,Lauren met President Obama ,response=1,100,100,100,38,,
A2C9IMNZD8THIB,none,gen=2,age=2,eth=3,midwest,none,mom,kev,m,qrise,Is Elanor Annies mom,response=2,0,62,69,81,,
A1XHHPDX4KEFAS,nope,gen=2,age=1,eth=3,Florida,nope,mom,kev,m,fall,How annor is Andy's mom?,response=1,96,98,83,61,After reading the text i found out I heard the voice wrong some.,talked quickly
A1XHHPDX4KEFAS,nope,gen=2,age=1,eth=3,Florida,nope,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,21,58,33,96,,
A1XHHPDX4KEFAS,nope,gen=2,age=1,eth=3,Florida,nope,obama,ros,f,rise1,Laura met president Obama,response=1,97,92,74,69,,
A1XHHPDX4KEFAS,nope,gen=2,age=1,eth=3,Florida,nope,yemen,ros,f,rise2,Leni is from Yemin,response=1,96,95,96,41,,
A1XHHPDX4KEFAS,nope,gen=2,age=1,eth=3,Florida,nope,married,aar,m,rise3,Ellen is married,response=1,93,94,79,59,,
A197OXVA3EU3CC,,gen=1,age=2,eth=3,New England,,yemen,ros,f,rise2,Lenny is from Yemen?,response=2,29,77,58,75,,
A197OXVA3EU3CC,,gen=1,age=2,eth=3,New England,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,34,71,23,87,,
A197OXVA3EU3CC,,gen=1,age=2,eth=3,New England,,mom,kev,m,fall,Eleanor is Annie's Mom,response=1,75,41,90,82,,
A197OXVA3EU3CC,,gen=1,age=2,eth=3,New England,,obama,ros,f,rise1,Laura met President Obama,response=2,38,60,62,63,,
A197OXVA3EU3CC,,gen=1,age=2,eth=3,New England,,married,aar,m,rise3,Ellen is married?,response=2,35,63,64,77,,
A1HCPCRVXKMZH8,no,gen=2,age=1,eth=3,Fl,no,mom,kev,m,qrise,Is Eleanor Andy's mom?,response=2,38,98,38,64,no,no
A1HCPCRVXKMZH8,no,gen=2,age=1,eth=3,Fl,no,obama,ros,f,fall,Laura met President Obama.,response=1,98,98,75,85,no,no
A1HCPCRVXKMZH8,no,gen=2,age=1,eth=3,Fl,no,married,aar,m,rise2,Ellen is married?,response=2,29,65,27,60,no,no
A1HCPCRVXKMZH8,no,gen=2,age=1,eth=3,Fl,no,spaceship,bon,f,rise3,Maria was in a spaceship to the moon.,response=2,31,38,40,63,no,no
A1HCPCRVXKMZH8,no,gen=2,age=1,eth=3,Fl,no,yemen,ros,f,rise1,Money's from Yemen?,response=2,39,25,71,67,no,no
AHT8HA3JRWVGV,,gen=1,age=2,eth=4,california,,mom,kev,m,fall,Eleanor is Andy's' mom.,response=1,98,100,76,58,,
AHT8HA3JRWVGV,,gen=1,age=2,eth=4,california,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,6,0,3,94,,
AHT8HA3JRWVGV,,gen=1,age=2,eth=4,california,,married,aar,m,rise3,Ellen is married?,response=2,4,0,4,78,,
AHT8HA3JRWVGV,,gen=1,age=2,eth=4,california,,obama,ros,f,rise1,Laura met president Obama.,response=1,59,59,29,83,,
AHT8HA3JRWVGV,,gen=1,age=2,eth=4,california,,yemen,ros,f,rise2,Lenny is from Yemen.,response=2,22,11,7,81,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,obama,ros,f,fall,Laura met president Obama.,response=1,98,96,86,97,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,55,56,75,86,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,married,aar,m,rise2,Ellen is married?,response=2,35,55,58,95,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,yemen,ros,f,rise1,Lenny's from Yemen.,response=1,68,59,61,96,,
A19RUEYADULHZN,,gen=1,age=1,eth=3,Minnesota,,mom,kev,m,qrise,Is Eleanor Andy's mom?,response=2,22,37,59,79,,
A11CT7Y0653IM4,I have lived in too many places to answer this question accurately.,gen=2,age=5,eth=3,North East,I have lived in too many places to answer this question accurately.,mom,kev,m,qrise,his owner and his mom,response=2,10,16,55,49,No,His utterance sounded a bit terse but it is also a very short clip.
A11CT7Y0653IM4,I have lived in too many places to answer this question accurately.,gen=2,age=5,eth=3,North East,I have lived in too many places to answer this question accurately.,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=1,77,51,77,50,No,speaker's speech was rapid
A11CT7Y0653IM4,I have lived in too many places to answer this question accurately.,gen=2,age=5,eth=3,North East,I have lived in too many places to answer this question accurately.,yemen,ros,f,rise1,money is from Yemen,response=2,19,19,27,50,no,hard to understand the name
A11CT7Y0653IM4,I have lived in too many places to answer this question accurately.,gen=2,age=5,eth=3,North East,I have lived in too many places to answer this question accurately.,obama,ros,f,fall,Laura met President Obama,response=1,60,50,71,49,No,easy to understand
